,Missczech,Curlin Blessing,Taking Charge Desi,Kynlies Empire,Tiz A Macho Girl,Joy In The Battle,Miss Hard Knocks,Lucy K
10-01-2023 08:02:56.067526,"(11.0, 14.0, 13.973684210526315)","(16.0, 29.0, 28.125)","(31.0, 100.0, 82.5)","(31.0, 130.0, 118.33333333333333)","(2.6, 2.98, 2.9291428571428573)","(4.4, 5.9, 5.883333333333334)","(2.6, 2.92, 2.8955555555555557)","(26.0, 70.0, 61.42857142857143)"
10-01-2023 08:02:57.152769,"(11.0, 14.0, 13.973684210526315)","(16.0, 29.0, 28.125)","(26.0, 100.0, 82.5)","(31.0, 130.0, 118.33333333333333)","(2.6, 2.94, 2.9203448275862067)","(4.4, 5.9, 5.883333333333334)","(2.6, 2.9, 2.9076923076923076)","(26.0, 70.0, 61.42857142857143)"
10-01-2023 08:02:58.174018,"(11.0, 14.5, 14.205882352941176)","(16.0, 29.0, 27.727272727272727)","(26.0, 100.0, 82.5)","(31.0, 130.0, 118.33333333333333)","(2.6, 2.94, 2.9228571428571426)","(4.4, 5.9, 5.7956521739130435)","(2.6, 2.92, 2.8925)","(26.0, 70.0, 61.42857142857143)"
10-01-2023 08:02:59.263519,"(11.0, 14.5, 14.205882352941176)","(16.0, 29.0, 27.727272727272727)","(26.0, 100.0, 82.5)","(31.0, 130.0, 118.33333333333333)","(2.6, 2.94, 2.922528735632184)","(4.4, 6.0, 5.7956521739130435)","(2.6, 2.92, 2.8925)","(26.0, 70.0, 61.42857142857143)"
10-01-2023 08:03:00.301762,"(11.0, 14.5, 14.205882352941176)","(16.0, 29.0, 27.727272727272727)","(26.0, 100.0, 82.5)","(31.0, 130.0, 118.33333333333333)","(2.6, 2.94, 2.922461538461538)","(4.4, 6.0, 5.7956521739130435)","(2.6, 2.92, 2.8925)","(26.0, 70.0, 61.42857142857143)"
10-01-2023 08:03:01.337283,"(11.0, 14.5, 14.205882352941176)","(16.0, 29.0, 27.727272727272727)","(26.0, 100.0, 82.5)","(31.0, 130.0, 118.33333333333333)","(2.6, 2.94, 2.922461538461538)","(4.4, 6.0, 5.7956521739130435)","(2.6, 2.92, 2.9016666666666664)","(26.0, 70.0, 61.42857142857143)"
10-01-2023 08:03:02.299564,"(11.0, 14.5, 14.166666666666666)","(16.0, 29.0, 27.727272727272727)","(26.0, 100.0, 88.33333333333333)","(31.0, 130.0, 118.33333333333333)","(2.6, 2.94, 2.922461538461538)","(4.4, 6.0, 5.7956521739130435)","(2.6, 2.92, 2.9016666666666664)","(26.0, 70.0, 61.42857142857143)"
10-01-2023 08:03:03.287091,"(11.0, 14.5, 14.142857142857142)","(16.0, 29.0, 27.727272727272727)","(26.0, 100.0, 88.33333333333333)","(31.0, 130.0, 118.33333333333333)","(2.6, 2.94, 2.922461538461538)","(4.4, 5.9, 5.855555555555556)","(2.6, 2.92, 2.9016666666666664)","(26.0, 70.0, 61.42857142857143)"
10-01-2023 08:03:04.280711,"(11.0, 14.5, 14.142857142857142)","(16.0, 29.0, 27.727272727272727)","(26.0, 100.0, 88.33333333333333)","(31.0, 130.0, 118.33333333333333)","(2.6, 2.94, 2.922461538461538)","(4.4, 5.9, 5.855555555555556)","(2.6, 2.92, 2.9016666666666664)","(26.0, 70.0, 61.42857142857143)"
10-01-2023 08:03:05.298862,"(11.0, 14.5, 14.142857142857142)","(16.0, 29.0, 27.727272727272727)","(26.0, 100.0, 88.33333333333333)","(31.0, 130.0, 118.33333333333333)","(2.6, 2.94, 2.922461538461538)","(4.4, 5.9, 5.855555555555556)","(2.6, 2.92, 2.9016666666666664)","(26.0, 70.0, 61.42857142857143)"
10-01-2023 08:03:06.350481,"(11.0, 14.5, 14.142857142857142)","(16.0, 29.0, 27.727272727272727)","(26.0, 100.0, 88.33333333333333)","(31.0, 130.0, 118.33333333333333)","(2.6, 2.94, 2.888421052631579)","(4.4, 5.9, 5.855555555555556)","(2.6, 2.92, 2.913333333333333)","(26.0, 70.0, 61.42857142857143)"
10-01-2023 08:03:07.424480,"(11.0, 14.5, 14.142857142857142)","(16.0, 29.0, 27.727272727272727)","(26.0, 100.0, 88.33333333333333)","(31.0, 130.0, 118.33333333333333)","(2.6, 2.92, 2.888421052631579)","(4.4, 5.9, 5.855555555555556)","(2.6, 2.92, 2.913333333333333)","(26.0, 70.0, 61.42857142857143)"
10-01-2023 08:03:08.436924,"(11.0, 14.5, 14.142857142857142)","(16.0, 29.0, 27.88888888888889)","(26.0, 100.0, 88.33333333333333)","(31.0, 130.0, 118.33333333333333)","(2.6, 2.88, 2.8678048780487804)","(4.4, 5.9, 5.813513513513514)","(2.6, 2.94, 2.9106666666666667)","(26.0, 70.0, 61.42857142857143)"
10-01-2023 08:03:09.461917,"(11.0, 14.5, 14.142857142857142)","(16.0, 29.0, 27.88888888888889)","(26.0, 100.0, 88.33333333333333)","(31.0, 130.0, 118.33333333333333)","(2.6, 2.88, 2.8678048780487804)","(4.4, 5.9, 5.813513513513514)","(2.6, 2.94, 2.923076923076923)","(26.0, 70.0, 61.42857142857143)"
10-01-2023 08:03:10.436178,"(11.0, 14.5, 14.142857142857142)","(16.0, 29.0, 27.470588235294116)","(26.0, 100.0, 88.33333333333333)","(31.0, 130.0, 120.0)","(2.6, 2.86, 2.8348837209302324)","(4.4, 5.9, 5.836)","(2.6, 2.94, 2.9091428571428573)","(26.0, 70.0, 61.42857142857143)"
10-01-2023 08:03:11.435721,"(11.0, 14.5, 14.142857142857142)","(16.0, 29.0, 28.434782608695652)","(26.0, 100.0, 95.0)","(31.0, 130.0, 125.71428571428572)","(2.6, 2.86, 2.8348837209302324)","(4.4, 5.9, 5.836)","(2.6, 2.94, 2.9091428571428573)","(26.0, 70.0, 61.42857142857143)"
10-01-2023 08:03:12.446533,"(11.0, 14.5, 14.142857142857142)","(16.0, 29.0, 28.444444444444443)","(26.0, 100.0, 95.0)","(31.0, 130.0, 125.71428571428572)","(2.6, 2.88, 2.870625)","(4.4, 5.9, 5.772222222222222)","(2.6, 2.94, 2.9317293233082706)","(26.0, 70.0, 61.42857142857143)"
10-01-2023 08:03:13.463694,"(11.0, 14.5, 14.142857142857142)","(16.0, 29.0, 28.333333333333332)","(26.0, 100.0, 92.5)","(31.0, 130.0, 125.71428571428572)","(2.6, 2.88, 2.8664150943396227)","(4.4, 5.8, 5.773684210526316)","(2.6, 2.96, 2.9317293233082706)","(26.0, 70.0, 61.42857142857143)"
10-01-2023 08:03:14.471089,"(11.0, 14.5, 14.142857142857142)","(16.0, 29.0, 28.333333333333332)","(26.0, 100.0, 92.5)","(31.0, 130.0, 125.71428571428572)","(2.6, 2.88, 2.8664150943396227)","(4.4, 5.8, 5.773684210526316)","(2.6, 2.96, 2.9317293233082706)","(26.0, 70.0, 61.42857142857143)"
10-01-2023 08:03:15.483159,"(11.0, 14.5, 14.142857142857142)","(16.0, 29.0, 28.333333333333332)","(26.0, 100.0, 92.5)","(31.0, 130.0, 125.71428571428572)","(2.6, 2.86, 2.8481632653061224)","(4.4, 5.8, 5.773684210526316)","(2.6, 2.96, 2.932892561983471)","(26.0, 70.0, 61.42857142857143)"
10-01-2023 08:03:16.468579,"(11.0, 14.5, 14.142857142857142)","(16.0, 29.0, 28.333333333333332)","(26.0, 100.0, 92.5)","(31.0, 130.0, 126.25)","(2.6, 2.86, 2.847252747252747)","(4.4, 5.8, 5.773684210526316)","(2.6, 2.96, 2.932892561983471)","(26.0, 70.0, 61.42857142857143)"
10-01-2023 08:03:17.450438,"(11.0, 14.5, 14.142857142857142)","(16.0, 29.0, 28.333333333333332)","(26.0, 100.0, 87.5)","(31.0, 130.0, 126.25)","(2.6, 2.86, 2.847252747252747)","(4.4, 5.8, 5.773684210526316)","(2.6, 2.96, 2.932892561983471)","(26.0, 70.0, 61.42857142857143)"
10-01-2023 08:03:18.438590,"(11.0, 14.5, 14.205882352941176)","(16.0, 29.0, 28.333333333333332)","(26.0, 100.0, 93.33333333333333)","(31.0, 130.0, 126.25)","(2.6, 2.82, 2.805090909090909)","(4.4, 6.0, 5.907692307692308)","(2.6, 2.96, 2.938846153846154)","(26.0, 70.0, 62.5)"
10-01-2023 08:03:19.606588,"(11.0, 14.5, 14.205882352941176)","(16.0, 29.0, 28.333333333333332)","(26.0, 100.0, 91.66666666666667)","(31.0, 130.0, 126.25)","(2.6, 2.8, 2.7940540540540537)","(4.4, 6.0, 5.910810810810811)","(2.6, 2.96, 2.941034482758621)","(26.0, 70.0, 64.375)"
10-01-2023 08:03:20.575080,"(11.0, 14.5, 13.75)","(16.0, 34.0, 28.75)","(26.0, 150.0, 128.57142857142856)","(31.0, 170.0, 161.25)","(2.6, 2.82, 2.8041509433962264)","(4.4, 6.0, 5.841666666666667)","(2.6, 2.96, 2.9445)","(26.0, 70.0, 65.9090909090909)"
10-01-2023 08:03:21.560359,"(11.0, 14.5, 13.766666666666667)","(16.0, 34.0, 29.0)","(26.0, 150.0, 128.57142857142856)","(31.0, 170.0, 161.25)","(2.6, 2.82, 2.8053658536585364)","(4.4, 6.0, 5.841666666666667)","(2.6, 2.94, 2.924)","(26.0, 70.0, 65.9090909090909)"
10-01-2023 08:03:22.512765,"(11.0, 14.5, 13.766666666666667)","(16.0, 34.0, 29.0)","(26.0, 150.0, 128.57142857142856)","(31.0, 170.0, 161.25)","(2.6, 2.86, 2.844)","(4.4, 6.0, 5.841666666666667)","(2.6, 2.92, 2.906315789473684)","(26.0, 70.0, 65.9090909090909)"
10-01-2023 08:03:23.489167,"(11.0, 14.5, 13.766666666666667)","(16.0, 34.0, 29.0)","(26.0, 150.0, 128.57142857142856)","(31.0, 170.0, 161.25)","(2.6, 2.86, 2.827272727272727)","(4.4, 6.0, 5.841666666666667)","(2.6, 2.92, 2.906315789473684)","(26.0, 70.0, 65.9090909090909)"
10-01-2023 08:03:24.562565,"(11.0, 14.5, 13.766666666666667)","(16.0, 34.0, 29.0)","(26.0, 150.0, 103.33333333333333)","(31.0, 170.0, 161.25)","(2.6, 2.86, 2.8236842105263156)","(4.4, 6.0, 5.841666666666667)","(2.6, 2.92, 2.9095999999999997)","(26.0, 70.0, 65.9090909090909)"
10-01-2023 08:03:25.675657,"(11.0, 14.5, 13.766666666666667)","(16.0, 34.0, 29.0)","(26.0, 150.0, 103.33333333333333)","(31.0, 170.0, 161.25)","(2.6, 2.84, 2.8073684210526313)","(4.4, 6.0, 5.841666666666667)","(2.6, 2.92, 2.92)","(26.0, 70.0, 65.9090909090909)"
10-01-2023 08:03:26.731178,"(11.0, 14.5, 13.766666666666667)","(16.0, 34.0, 29.0)","(26.0, 150.0, 106.66666666666667)","(31.0, 170.0, 161.25)","(2.6, 2.84, 2.8073684210526313)","(4.4, 6.0, 5.841666666666667)","(2.6, 2.94, 2.917777777777778)","(26.0, 70.0, 65.9090909090909)"
10-01-2023 08:03:27.813131,"(11.0, 14.5, 13.766666666666667)","(16.0, 34.0, 29.0)","(26.0, 150.0, 126.66666666666666)","(31.0, 170.0, 161.25)","(2.6, 2.84, 2.8109374999999996)","(4.4, 6.0, 5.841666666666667)","(2.6, 2.94, 2.917777777777778)","(26.0, 70.0, 65.9090909090909)"
10-01-2023 08:03:28.868212,"(11.0, 14.5, 13.766666666666667)","(16.0, 34.0, 29.0)","(26.0, 150.0, 103.33333333333333)","(31.0, 170.0, 160.0)","(2.6, 2.84, 2.8175999999999997)","(4.8, 6.0, 5.814634146341463)","(2.6, 2.94, 2.917777777777778)","(26.0, 70.0, 65.9090909090909)"
10-01-2023 08:03:29.866116,"(11.0, 14.5, 13.766666666666667)","(16.0, 34.0, 29.0)","(26.0, 150.0, 106.66666666666667)","(31.0, 170.0, 160.0)","(2.6, 2.82, 2.821333333333333)","(4.8, 6.0, 5.8375)","(2.6, 2.94, 2.917777777777778)","(26.0, 70.0, 65.9090909090909)"
10-01-2023 08:03:30.866359,"(11.0, 14.5, 13.766666666666667)","(16.0, 34.0, 29.0)","(26.0, 150.0, 106.66666666666667)","(31.0, 170.0, 161.25)","(2.6, 2.84, 2.821333333333333)","(4.8, 5.9, 5.814634146341463)","(2.6, 2.94, 2.917777777777778)","(26.0, 70.0, 65.9090909090909)"
10-01-2023 08:03:31.902154,"(11.0, 14.5, 13.766666666666667)","(16.0, 34.0, 29.0)","(26.0, 150.0, 106.66666666666667)","(31.0, 170.0, 161.25)","(2.6, 2.84, 2.8235294117647056)","(4.8, 6.0, 5.814634146341463)","(2.6, 2.94, 2.9105263157894736)","(26.0, 70.0, 65.9090909090909)"
10-01-2023 08:03:32.878775,"(11.0, 14.5, 13.766666666666667)","(16.0, 34.0, 29.0)","(26.0, 150.0, 106.66666666666667)","(31.0, 170.0, 161.25)","(2.6, 2.84, 2.8235294117647056)","(4.8, 6.0, 5.814634146341463)","(2.6, 2.94, 2.9105263157894736)","(26.0, 70.0, 65.9090909090909)"
10-01-2023 08:03:33.927450,"(11.0, 14.5, 13.766666666666667)","(16.0, 34.0, 29.0)","(26.0, 150.0, 126.66666666666666)","(31.0, 170.0, 161.25)","(2.6, 2.84, 2.7956363636363633)","(4.8, 6.0, 5.834782608695652)","(2.6, 2.94, 2.9206896551724135)","(26.0, 70.0, 65.9090909090909)"
10-01-2023 08:03:34.903645,"(11.0, 14.5, 13.766666666666667)","(16.0, 34.0, 29.714285714285715)","(26.0, 150.0, 126.66666666666666)","(31.0, 170.0, 161.25)","(2.6, 2.8, 2.7956363636363633)","(4.8, 6.0, 5.834782608695652)","(2.6, 2.94, 2.9206896551724135)","(26.0, 70.0, 65.9090909090909)"
10-01-2023 08:03:35.883764,"(11.0, 14.5, 13.796296296296296)","(16.0, 34.0, 29.714285714285715)","(26.0, 150.0, 126.66666666666666)","(31.0, 170.0, 161.25)","(2.6, 2.8, 2.7956363636363633)","(4.8, 6.0, 5.834782608695652)","(2.6, 2.94, 2.9206896551724135)","(26.0, 70.0, 62.5)"
10-01-2023 08:03:36.866594,"(11.0, 14.5, 13.796296296296296)","(16.0, 34.0, 29.714285714285715)","(26.0, 150.0, 126.66666666666666)","(31.0, 170.0, 161.25)","(2.6, 2.8, 2.7956363636363633)","(4.8, 6.0, 5.923076923076923)","(2.6, 2.94, 2.9314285714285715)","(26.0, 70.0, 62.5)"
10-01-2023 08:03:37.857801,"(11.0, 14.5, 13.928571428571429)","(16.0, 34.0, 29.2)","(26.0, 150.0, 136.0)","(31.0, 170.0, 161.25)","(2.6, 2.82, 2.808059701492537)","(4.8, 5.9, 5.86875)","(2.6, 2.94, 2.9257142857142857)","(26.0, 70.0, 64.0)"
10-01-2023 08:03:39.119285,"(11.0, 14.5, 14.042857142857143)","(16.0, 34.0, 32.285714285714285)","(26.0, 150.0, 138.33333333333331)","(31.0, 170.0, 140.0)","(2.6, 2.82, 2.808059701492537)","(4.8, 5.9, 5.864285714285715)","(2.6, 2.94, 2.9363636363636365)","(26.0, 70.0, 66.25)"
10-01-2023 08:03:40.190460,"(11.0, 14.5, 14.042857142857143)","(16.0, 34.0, 32.285714285714285)","(26.0, 150.0, 138.33333333333331)","(31.0, 170.0, 140.0)","(2.6, 2.82, 2.804102564102564)","(4.8, 5.9, 5.864285714285715)","(2.6, 2.94, 2.9363636363636365)","(26.0, 70.0, 66.25)"
10-01-2023 08:03:41.313107,"(11.0, 14.5, 14.042857142857143)","(16.0, 34.0, 31.5)","(26.0, 150.0, 132.5)","(31.0, 170.0, 140.0)","(2.6, 2.82, 2.804102564102564)","(4.8, 5.9, 5.86969696969697)","(2.6, 2.94, 2.918461538461538)","(26.0, 70.0, 66.66666666666667)"
10-01-2023 08:03:42.285909,"(11.0, 14.5, 14.042857142857143)","(16.0, 34.0, 33.44444444444444)","(26.0, 150.0, 132.5)","(31.0, 170.0, 140.0)","(2.6, 2.82, 2.804102564102564)","(4.8, 5.9, 5.86969696969697)","(2.6, 2.94, 2.918461538461538)","(26.0, 70.0, 66.66666666666667)"
10-01-2023 08:03:43.276375,"(11.0, 14.5, 14.042857142857143)","(16.0, 34.0, 33.44444444444444)","(26.0, 150.0, 132.5)","(31.0, 170.0, 140.0)","(2.6, 2.82, 2.804102564102564)","(4.8, 5.9, 5.86969696969697)","(2.6, 2.94, 2.9206896551724135)","(26.0, 70.0, 66.66666666666667)"
10-01-2023 08:03:44.270978,"(11.0, 14.5, 14.042857142857143)","(16.0, 34.0, 33.44444444444444)","(26.0, 140.0, 116.0)","(31.0, 170.0, 140.0)","(2.6, 2.82, 2.804102564102564)","(4.8, 5.9, 5.7673469387755105)","(2.6, 2.94, 2.93063829787234)","(26.0, 70.0, 65.71428571428571)"
10-01-2023 08:03:45.242188,"(11.0, 14.5, 14.015151515151516)","(16.0, 36.0, 30.3)","(26.0, 65.0, 51.0)","(31.0, 170.0, 140.0)","(2.6, 2.82, 2.785333333333333)","(4.8, 6.0, 5.902564102564103)","(2.6, 2.94, 2.923076923076923)","(26.0, 70.0, 59.61538461538461)"
10-01-2023 08:03:46.291981,"(11.0, 14.5, 13.96875)","(16.0, 36.0, 30.3)","(26.0, 60.0, 56.5)","(31.0, 190.0, 182.0)","(2.6, 2.82, 2.840869565217391)","(4.8, 6.0, 5.866666666666667)","(2.6, 2.94, 2.9363636363636365)","(26.0, 70.0, 59.61538461538461)"
10-01-2023 08:03:47.278267,"(11.0, 14.5, 14.045454545454545)","(16.0, 34.0, 32.63636363636363)","(26.0, 60.0, 57.2)","(31.0, 200.0, 182.0)","(2.6, 2.88, 2.840869565217391)","(4.8, 5.9, 5.930909090909092)","(2.6, 2.94, 2.9299999999999997)","(26.0, 70.0, 59.61538461538461)"
10-01-2023 08:03:48.266276,"(11.0, 14.5, 14.134146341463415)","(16.0, 34.0, 32.63636363636363)","(26.0, 60.0, 56.0)","(31.0, 200.0, 182.0)","(2.6, 2.9, 2.868888888888889)","(4.8, 6.0, 5.930909090909092)","(2.6, 2.94, 2.9363636363636365)","(26.0, 70.0, 59.61538461538461)"
10-01-2023 08:03:49.360267,"(11.0, 14.5, 14.134146341463415)","(16.0, 34.0, 32.63636363636363)","(26.0, 60.0, 56.0)","(31.0, 210.0, 190.0)","(2.6, 2.84, 2.821111111111111)","(4.8, 6.0, 5.814634146341463)","(2.6, 2.94, 2.936470588235294)","(26.0, 70.0, 59.61538461538461)"
10-01-2023 08:03:50.426514,"(11.0, 14.5, 14.134146341463415)","(16.0, 34.0, 32.63636363636363)","(26.0, 60.0, 56.0)","(31.0, 210.0, 172.85714285714286)","(2.6, 2.84, 2.821111111111111)","(4.8, 6.0, 5.814634146341463)","(2.6, 2.94, 2.936470588235294)","(26.0, 70.0, 59.61538461538461)"
10-01-2023 08:03:51.405543,"(11.0, 14.5, 14.134146341463415)","(16.0, 34.0, 32.63636363636363)","(26.0, 60.0, 56.0)","(31.0, 220.0, 172.85714285714286)","(2.6, 2.84, 2.833191489361702)","(4.8, 6.0, 5.915909090909091)","(2.6, 2.94, 2.8831521739130435)","(26.0, 70.0, 56.5)"
10-01-2023 08:03:52.393479,"(11.0, 14.5, 14.083333333333334)","(16.0, 34.0, 32.5)","(26.0, 60.0, 57.5)","(31.0, 220.0, 172.85714285714286)","(2.6, 2.84, 2.8702702702702703)","(4.8, 6.0, 5.914285714285715)","(2.6, 2.9, 2.8666666666666667)","(26.0, 70.0, 58.0)"
10-01-2023 08:03:53.364978,"(11.0, 15.0, 14.375)","(16.0, 34.0, 33.0)","(26.0, 65.0, 51.4)","(31.0, 220.0, 183.33333333333331)","(2.6, 2.88, 2.869411764705882)","(4.8, 6.0, 5.914285714285715)","(2.6, 2.88, 2.8666666666666667)","(26.0, 70.0, 58.0)"
10-01-2023 08:03:54.409295,"(11.0, 15.0, 14.321428571428571)","(16.0, 34.0, 33.0)","(26.0, 65.0, 51.4)","(31.0, 220.0, 183.33333333333331)","(2.6, 2.9, 2.87)","(4.8, 6.0, 5.866666666666667)","(2.6, 2.88, 2.8666666666666667)","(26.0, 70.0, 59.33333333333333)"
10-01-2023 08:03:55.423986,"(11.0, 15.0, 14.375)","(16.0, 34.0, 33.0)","(26.0, 65.0, 51.4)","(31.0, 220.0, 183.33333333333331)","(2.6, 2.9, 2.888)","(4.8, 5.9, 5.866666666666667)","(2.6, 2.88, 2.8666666666666667)","(26.0, 70.0, 59.33333333333333)"
10-01-2023 08:03:56.504421,"(11.0, 15.0, 14.375)","(16.0, 34.0, 33.0)","(26.0, 65.0, 51.4)","(31.0, 220.0, 183.33333333333331)","(2.6, 2.9, 2.888)","(4.8, 5.9, 5.866666666666667)","(2.6, 2.88, 2.8666666666666667)","(26.0, 70.0, 59.33333333333333)"
10-01-2023 08:03:57.568324,"(11.0, 15.0, 14.735294117647058)","(16.0, 34.0, 33.44444444444444)","(26.0, 65.0, 52.333333333333336)","(31.0, 220.0, 188.57142857142856)","(2.6, 2.82, 2.8140983606557377)","(4.8, 6.0, 5.915384615384616)","(2.6, 2.94, 2.9255555555555555)","(26.0, 70.0, 57.69230769230769)"
10-01-2023 08:03:58.583782,"(11.0, 15.0, 14.735294117647058)","(16.0, 34.0, 33.44444444444444)","(26.0, 65.0, 52.333333333333336)","(31.0, 220.0, 188.57142857142856)","(2.6, 2.82, 2.8140983606557377)","(4.8, 6.0, 5.925000000000001)","(2.6, 2.94, 2.927142857142857)","(26.0, 70.0, 59.09090909090909)"
10-01-2023 08:03:59.710578,"(11.0, 15.0, 14.735294117647058)","(16.0, 34.0, 33.44444444444444)","(26.0, 65.0, 52.333333333333336)","(31.0, 220.0, 188.57142857142856)","(2.6, 2.82, 2.8140983606557377)","(4.8, 6.0, 5.925000000000001)","(2.6, 2.94, 2.927142857142857)","(26.0, 70.0, 59.09090909090909)"
10-01-2023 08:04:00.773915,"(11.0, 15.0, 14.735294117647058)","(16.0, 34.0, 33.44444444444444)","(26.0, 65.0, 52.333333333333336)","(31.0, 220.0, 188.57142857142856)","(2.6, 2.82, 2.8137931034482757)","(4.8, 6.0, 5.94)","(2.6, 2.94, 2.927142857142857)","(26.0, 70.0, 59.09090909090909)"
10-01-2023 08:04:01.754681,"(11.0, 15.0, 14.735294117647058)","(16.0, 34.0, 33.44444444444444)","(26.0, 65.0, 52.333333333333336)","(31.0, 220.0, 188.57142857142856)","(2.6, 2.82, 2.796470588235294)","(4.8, 6.0, 5.945454545454545)","(2.6, 2.94, 2.92875)","(26.0, 70.0, 59.09090909090909)"
10-01-2023 08:04:02.890664,"(11.0, 15.0, 14.735294117647058)","(16.0, 34.0, 33.5)","(26.0, 65.0, 54.14285714285714)","(31.0, 220.0, 188.57142857142856)","(2.6, 2.8, 2.8157142857142854)","(4.8, 6.0, 5.976271186440679)","(2.6, 2.94, 2.908888888888889)","(26.0, 70.0, 58.0)"
10-01-2023 08:04:04.001165,"(11.0, 15.0, 14.735294117647058)","(16.0, 34.0, 33.44444444444444)","(26.0, 65.0, 52.333333333333336)","(31.0, 220.0, 193.8095238095238)","(2.6, 2.82, 2.797473684210526)","(4.8, 6.2, 6.072727272727273)","(2.6, 2.94, 2.939764705882353)","(26.0, 70.0, 68.84615384615384)"
10-01-2023 08:04:05.042840,"(11.0, 15.0, 14.568965517241379)","(16.0, 32.0, 30.333333333333332)","(26.0, 65.0, 59.93333333333334)","(31.0, 220.0, 193.8095238095238)","(2.6, 2.8, 2.7211538461538463)","(4.8, 6.2, 6.459574468085107)","(2.6, 2.94, 2.9492173913043476)","(26.0, 70.0, 68.84615384615384)"
10-01-2023 08:04:06.146915,"(11.0, 14.5, 14.25)","(16.0, 32.0, 29.75)","(26.0, 65.0, 53.666666666666664)","(31.0, 220.0, 150.0)","(2.6, 2.76, 2.741636363636364)","(4.8, 6.6, 6.424390243902439)","(2.6, 2.96, 2.9492173913043476)","(26.0, 70.0, 68.84615384615384)"
10-01-2023 08:04:07.110763,"(11.0, 14.5, 14.25)","(16.0, 32.0, 29.75)","(26.0, 65.0, 55.285714285714285)","(31.0, 210.0, 150.0)","(2.6, 2.76, 2.741636363636364)","(4.8, 6.6, 6.424390243902439)","(2.6, 2.96, 2.9492173913043476)","(26.0, 70.0, 68.84615384615384)"
10-01-2023 08:04:08.156937,"(11.0, 14.5, 14.216216216216216)","(16.0, 32.0, 29.75)","(26.0, 65.0, 55.285714285714285)","(31.0, 210.0, 187.27272727272728)","(2.6, 2.76, 2.7427350427350428)","(4.8, 6.6, 6.4079999999999995)","(2.6, 2.96, 2.9436842105263157)","(26.0, 70.0, 67.85714285714286)"
10-01-2023 08:04:09.170669,"(11.0, 14.5, 14.216216216216216)","(16.0, 32.0, 29.705882352941178)","(31.0, 65.0, 55.285714285714285)","(31.0, 210.0, 187.27272727272728)","(2.6, 2.76, 2.7427350427350428)","(4.8, 6.6, 6.4079999999999995)","(2.6, 2.96, 2.9557894736842103)","(26.0, 70.0, 67.0)"
10-01-2023 08:04:10.216762,"(11.0, 14.5, 14.216216216216216)","(16.0, 32.0, 29.705882352941178)","(31.0, 65.0, 55.285714285714285)","(31.0, 210.0, 187.27272727272728)","(2.6, 2.76, 2.7427350427350428)","(4.8, 6.6, 6.469090909090909)","(2.6, 2.96, 2.9557894736842103)","(26.0, 70.0, 67.85714285714286)"
10-01-2023 08:04:11.274239,"(11.0, 14.5, 14.216216216216216)","(16.0, 32.0, 29.214285714285715)","(31.0, 65.0, 55.285714285714285)","(31.0, 210.0, 187.27272727272728)","(2.6, 2.76, 2.7427350427350428)","(4.8, 6.6, 6.469090909090909)","(2.6, 2.96, 2.9569811320754718)","(26.0, 70.0, 67.85714285714286)"
10-01-2023 08:04:12.267929,"(11.0, 14.5, 14.216216216216216)","(16.0, 32.0, 28.533333333333335)","(31.0, 65.0, 55.285714285714285)","(31.0, 210.0, 187.27272727272728)","(2.6, 2.76, 2.7427350427350428)","(4.8, 6.6, 6.492307692307692)","(2.6, 2.96, 2.957962962962963)","(26.0, 70.0, 67.85714285714286)"
10-01-2023 08:04:13.270350,"(11.0, 14.5, 14.216216216216216)","(16.0, 32.0, 28.533333333333335)","(31.0, 65.0, 55.285714285714285)","(31.0, 210.0, 187.27272727272728)","(2.6, 2.76, 2.7427350427350428)","(4.8, 6.6, 6.496774193548387)","(2.6, 2.96, 2.9378823529411764)","(26.0, 70.0, 67.85714285714286)"
10-01-2023 08:04:14.252319,"(11.0, 14.5, 14.216216216216216)","(16.0, 32.0, 28.533333333333335)","(31.0, 65.0, 55.285714285714285)","(31.0, 210.0, 187.27272727272728)","(2.6, 2.76, 2.7218867924528305)","(4.8, 6.6, 6.530434782608696)","(2.6, 2.94, 2.951340206185567)","(26.0, 70.0, 68.42105263157895)"
10-01-2023 08:04:15.207871,"(11.0, 14.5, 14.307692307692308)","(16.0, 32.0, 28.266666666666666)","(31.0, 65.0, 59.333333333333336)","(31.0, 210.0, 185.0)","(2.6, 2.76, 2.7218867924528305)","(4.8, 6.6, 6.495238095238095)","(2.6, 2.96, 2.951340206185567)","(26.0, 70.0, 68.42105263157895)"
10-01-2023 08:04:16.163756,"(11.0, 14.5, 14.444444444444445)","(16.0, 32.0, 28.266666666666666)","(31.0, 65.0, 59.333333333333336)","(31.0, 210.0, 185.0)","(2.6, 2.72, 2.7076404494382023)","(4.8, 6.8, 6.621621621621621)","(2.6, 2.96, 2.951340206185567)","(26.0, 70.0, 68.42105263157895)"
10-01-2023 08:04:17.154243,"(11.0, 14.5, 14.444444444444445)","(16.0, 32.0, 28.266666666666666)","(31.0, 65.0, 59.333333333333336)","(31.0, 210.0, 185.0)","(2.6, 2.72, 2.7126470588235296)","(4.8, 6.8, 6.6695652173913045)","(2.6, 2.94, 2.9238120104438643)","(26.0, 70.0, 63.333333333333336)"
