,Dark Harmony,Eddy Street,Elroy,Johnny Utah,Kureder,Kalends,Daring Diego,Heroic Miss,Mission Of Love,Chaysen The King,Chicka,Mishani Supreme
11-01-2023 15:44:20.743890,"(3.4, 3.8, 3.7333333333333334)","(26.0, 42.0, 39.6)","(91.0, 140.0, 120.0)","(16.0, 26.0, 25.2)","(26.0, 40.0, 36.0)","(4.6, 5.5, 5.442857142857143)","(7.5, 8.8, 8.4)","(16.0, 38.0, 36.0)","(3.4, 3.8, 3.742857142857143)","(31.0, 75.0, 67.28571428571428)","(101.0, 170.0, 150.0)","(51.0, 75.0, 65.0)"
11-01-2023 15:44:22.393095,"(3.4, 3.8, 3.6999999999999997)","(26.0, 42.0, 39.6)","(91.0, 140.0, 120.0)","(16.0, 26.0, 25.2)","(26.0, 40.0, 37.0)","(4.6, 5.5, 5.442857142857143)","(7.5, 8.8, 8.4)","(16.0, 38.0, 42.666666666666664)","(3.4, 3.8, 3.742857142857143)","(31.0, 75.0, 67.28571428571428)","(101.0, 170.0, 150.0)","(51.0, 75.0, 65.0)"
11-01-2023 15:44:24.152154,"(3.4, 3.8, 3.6999999999999997)","(26.0, 42.0, 39.6)","(91.0, 140.0, 120.0)","(16.0, 26.0, 25.2)","(26.0, 42.0, 37.0)","(4.6, 5.5, 5.442857142857143)","(7.5, 8.8, 8.4)","(16.0, 48.0, 41.14285714285714)","(3.4, 3.8, 3.742857142857143)","(31.0, 70.0, 66.33333333333333)","(101.0, 170.0, 150.0)","(51.0, 75.0, 65.0)"
11-01-2023 15:44:25.759781,"(3.4, 3.8, 3.6875)","(26.0, 42.0, 39.6)","(91.0, 140.0, 120.0)","(17.0, 26.0, 25.2)","(26.0, 42.0, 37.0)","(4.6, 5.5, 5.442857142857143)","(7.5, 8.8, 8.666666666666666)","(16.0, 48.0, 44.8)","(3.4, 3.8, 3.742857142857143)","(31.0, 70.0, 66.33333333333333)","(101.0, 170.0, 150.0)","(51.0, 75.0, 65.0)"
11-01-2023 15:44:27.861419,"(3.4, 3.8, 3.6875)","(26.0, 42.0, 39.6)","(91.0, 140.0, 120.0)","(17.0, 26.0, 25.333333333333332)","(26.0, 42.0, 37.0)","(4.6, 5.5, 5.463636363636364)","(7.5, 9.0, 8.666666666666666)","(16.0, 48.0, 45.714285714285715)","(3.4, 3.8, 3.742857142857143)","(31.0, 70.0, 66.33333333333333)","(101.0, 170.0, 154.0)","(51.0, 75.0, 69.28571428571429)"
11-01-2023 15:44:29.778690,"(3.4, 3.8, 3.6875)","(26.0, 42.0, 39.6)","(91.0, 140.0, 120.0)","(17.0, 26.0, 25.2)","(26.0, 42.0, 37.0)","(4.6, 5.5, 5.463636363636364)","(7.5, 9.0, 8.666666666666666)","(16.0, 48.0, 41.0)","(3.4, 3.8, 3.742857142857143)","(31.0, 70.0, 59.0)","(101.0, 170.0, 154.0)","(51.0, 75.0, 69.28571428571429)"
11-01-2023 15:44:31.549758,"(3.4, 3.8, 3.6875)","(26.0, 42.0, 39.6)","(91.0, 140.0, 120.0)","(17.0, 26.0, 24.0)","(26.0, 42.0, 37.0)","(4.6, 5.5, 5.463636363636364)","(7.5, 9.0, 8.4)","(16.0, 48.0, 43.333333333333336)","(3.4, 3.8, 3.742857142857143)","(31.0, 75.0, 57.0)","(101.0, 170.0, 154.0)","(51.0, 75.0, 69.28571428571429)"
11-01-2023 15:44:33.338877,"(3.4, 3.8, 3.6999999999999997)","(26.0, 42.0, 39.6)","(91.0, 140.0, 120.0)","(17.0, 25.0, 24.0)","(26.0, 42.0, 37.0)","(4.6, 5.5, 5.463636363636364)","(7.5, 8.8, 8.4)","(16.0, 48.0, 43.333333333333336)","(3.4, 3.8, 3.742857142857143)","(31.0, 75.0, 57.0)","(101.0, 170.0, 154.0)","(51.0, 75.0, 69.28571428571429)"
11-01-2023 15:44:35.124579,"(3.4, 3.8, 3.6714285714285713)","(26.0, 42.0, 39.6)","(91.0, 140.0, 120.0)","(17.0, 25.0, 24.0)","(26.0, 42.0, 37.0)","(4.6, 5.5, 5.463636363636364)","(7.5, 8.8, 8.17142857142857)","(16.0, 48.0, 43.333333333333336)","(3.4, 3.8, 3.742857142857143)","(31.0, 70.0, 55.333333333333336)","(101.0, 170.0, 154.0)","(51.0, 75.0, 69.28571428571429)"
11-01-2023 15:44:36.695598,"(3.4, 3.8, 3.6615384615384614)","(26.0, 42.0, 39.6)","(91.0, 140.0, 120.0)","(17.0, 25.0, 24.75)","(26.0, 42.0, 33.142857142857146)","(4.6, 5.5, 5.492)","(7.5, 8.6, 8.046153846153846)","(16.0, 48.0, 47.09090909090909)","(3.4, 3.8, 3.742857142857143)","(31.0, 70.0, 55.333333333333336)","(101.0, 170.0, 154.0)","(51.0, 75.0, 71.66666666666667)"
11-01-2023 15:44:38.398522,"(3.4, 3.75, 3.6717391304347826)","(26.0, 42.0, 39.6)","(91.0, 140.0, 115.0)","(17.0, 25.0, 25.625)","(26.0, 40.0, 33.142857142857146)","(4.6, 5.5, 5.492)","(7.5, 8.6, 7.71111111111111)","(16.0, 48.0, 53.45454545454545)","(3.4, 3.8, 3.742857142857143)","(31.0, 70.0, 55.333333333333336)","(101.0, 170.0, 154.0)","(51.0, 75.0, 67.5)"
11-01-2023 15:44:40.039577,"(3.4, 3.75, 3.671276595744681)","(26.0, 42.0, 39.6)","(91.0, 130.0, 110.0)","(17.0, 26.0, 25.25)","(26.0, 40.0, 33.142857142857146)","(4.6, 5.5, 5.492)","(7.5, 8.6, 7.8999999999999995)","(16.0, 55.0, 47.5)","(3.4, 3.8, 3.742857142857143)","(31.0, 70.0, 55.333333333333336)","(101.0, 170.0, 154.0)","(51.0, 75.0, 67.5)"
11-01-2023 15:44:41.746150,"(3.4, 3.75, 3.671276595744681)","(26.0, 42.0, 38.8)","(91.0, 130.0, 110.0)","(17.0, 26.0, 25.0)","(26.0, 40.0, 36.30769230769231)","(4.6, 5.5, 5.556603773584905)","(7.5, 8.6, 7.942857142857143)","(16.0, 55.0, 50.0)","(3.4, 3.8, 3.6999999999999997)","(31.0, 70.0, 55.333333333333336)","(101.0, 170.0, 156.66666666666666)","(51.0, 75.0, 70.71428571428571)"
11-01-2023 15:44:43.446818,"(3.4, 3.75, 3.7037500000000003)","(26.0, 42.0, 38.8)","(91.0, 130.0, 110.0)","(17.0, 26.0, 25.0)","(26.0, 40.0, 36.30769230769231)","(4.6, 5.7, 5.555555555555555)","(7.5, 8.4, 8.0)","(16.0, 55.0, 50.0)","(3.4, 3.8, 3.6999999999999997)","(31.0, 70.0, 55.333333333333336)","(101.0, 170.0, 156.66666666666666)","(51.0, 75.0, 70.71428571428571)"
11-01-2023 15:44:45.218993,"(3.4, 3.75, 3.7037500000000003)","(26.0, 42.0, 38.8)","(91.0, 130.0, 110.0)","(17.0, 26.0, 25.0)","(26.0, 40.0, 36.30769230769231)","(4.6, 5.7, 5.704545454545454)","(7.5, 8.4, 7.7)","(16.0, 55.0, 48.5)","(3.4, 3.8, 3.6999999999999997)","(31.0, 70.0, 55.333333333333336)","(101.0, 170.0, 156.66666666666666)","(51.0, 75.0, 66.42857142857143)"
11-01-2023 15:44:46.989212,"(3.4, 3.75, 3.7037500000000003)","(26.0, 42.0, 38.8)","(91.0, 130.0, 110.0)","(17.0, 26.0, 25.0)","(26.0, 40.0, 36.30769230769231)","(4.6, 5.8, 5.760869565217391)","(7.5, 8.4, 7.777777777777778)","(16.0, 55.0, 49.5)","(3.4, 3.8, 3.6999999999999997)","(31.0, 70.0, 55.333333333333336)","(101.0, 170.0, 151.15384615384616)","(51.0, 85.0, 66.42857142857143)"
11-01-2023 15:44:48.749789,"(3.4, 3.75, 3.6574999999999998)","(26.0, 42.0, 38.8)","(91.0, 130.0, 110.0)","(17.0, 26.0, 25.0)","(26.0, 40.0, 36.30769230769231)","(4.6, 5.8, 5.709090909090909)","(7.5, 8.4, 7.25)","(16.0, 55.0, 49.5)","(3.4, 3.8, 3.6714285714285713)","(31.0, 70.0, 55.333333333333336)","(101.0, 180.0, 151.15384615384616)","(51.0, 85.0, 66.42857142857143)"
11-01-2023 15:44:50.440484,"(3.4, 3.75, 3.6574999999999998)","(26.0, 42.0, 38.8)","(91.0, 130.0, 110.0)","(17.0, 26.0, 25.0)","(26.0, 40.0, 36.30769230769231)","(4.6, 5.9, 5.763636363636364)","(7.5, 7.4, 7.31764705882353)","(16.0, 55.0, 50.14285714285714)","(3.4, 3.8, 3.6714285714285713)","(31.0, 70.0, 56.5)","(101.0, 180.0, 151.15384615384616)","(51.0, 85.0, 66.42857142857143)"
11-01-2023 15:44:52.304395,"(3.4, 3.75, 3.6574999999999998)","(26.0, 42.0, 39.5)","(91.0, 130.0, 110.0)","(17.0, 26.0, 25.0)","(26.0, 40.0, 36.30769230769231)","(4.6, 6.2, 5.763636363636364)","(7.5, 7.4, 7.33)","(16.0, 55.0, 50.75)","(3.4, 3.8, 3.6714285714285713)","(31.0, 65.0, 56.5)","(101.0, 180.0, 151.15384615384616)","(51.0, 85.0, 66.42857142857143)"
11-01-2023 15:44:54.078390,"(3.4, 3.75, 3.6574999999999998)","(26.0, 42.0, 39.333333333333336)","(91.0, 130.0, 110.0)","(17.0, 26.0, 25.0)","(26.0, 40.0, 36.30769230769231)","(4.6, 6.2, 5.744)","(7.5, 7.4, 7.733333333333333)","(16.0, 55.0, 51.22222222222222)","(3.4, 3.8, 3.6714285714285713)","(31.0, 65.0, 59.0)","(101.0, 180.0, 151.15384615384616)","(51.0, 80.0, 70.0)"
11-01-2023 15:44:55.805802,"(3.4, 3.75, 3.7318181818181815)","(26.0, 42.0, 39.333333333333336)","(91.0, 130.0, 110.0)","(17.0, 26.0, 25.57142857142857)","(26.0, 40.0, 36.30769230769231)","(4.6, 6.2, 5.725)","(7.5, 8.0, 7.733333333333333)","(16.0, 55.0, 50.75)","(3.4, 3.8, 3.6714285714285713)","(31.0, 70.0, 59.0)","(101.0, 180.0, 151.15384615384616)","(51.0, 80.0, 70.0)"
11-01-2023 15:44:57.588331,"(3.4, 3.8, 3.7318181818181815)","(26.0, 42.0, 39.333333333333336)","(91.0, 130.0, 110.0)","(17.0, 26.0, 25.57142857142857)","(26.0, 40.0, 36.666666666666664)","(4.6, 6.2, 5.711111111111111)","(7.5, 8.0, 7.533333333333333)","(16.0, 55.0, 50.75)","(3.4, 3.8, 3.6714285714285713)","(31.0, 70.0, 59.0)","(101.0, 180.0, 151.15384615384616)","(51.0, 80.0, 70.0)"
11-01-2023 15:44:59.500481,"(3.4, 3.8, 3.7318181818181815)","(26.0, 42.0, 39.333333333333336)","(81.0, 130.0, 110.0)","(17.0, 26.0, 25.57142857142857)","(26.0, 38.0, 35.6)","(4.6, 6.2, 5.711111111111111)","(7.0, 7.8, 7.533333333333333)","(18.0, 55.0, 52.57142857142857)","(3.3, 3.8, 3.6714285714285713)","(31.0, 70.0, 59.0)","(101.0, 180.0, 151.15384615384616)","(51.0, 80.0, 70.0)"
11-01-2023 15:45:01.274606,"(3.4, 3.8, 3.7318181818181815)","(26.0, 42.0, 39.333333333333336)","(81.0, 130.0, 110.0)","(17.0, 26.0, 24.5)","(26.0, 38.0, 35.6)","(4.6, 6.2, 5.711111111111111)","(7.0, 7.8, 7.533333333333333)","(18.0, 55.0, 54.5)","(3.3, 3.8, 3.6714285714285713)","(31.0, 70.0, 59.0)","(101.0, 180.0, 151.15384615384616)","(51.0, 80.0, 70.0)"
11-01-2023 15:45:03.001596,"(3.4, 3.8, 3.7318181818181815)","(26.0, 42.0, 40.4)","(81.0, 130.0, 115.0)","(17.0, 25.0, 24.5)","(26.0, 38.0, 35.6)","(4.6, 6.2, 5.711111111111111)","(7.0, 7.8, 7.533333333333333)","(18.0, 60.0, 50.0)","(3.3, 3.8, 3.6714285714285713)","(31.0, 70.0, 61.5)","(101.0, 180.0, 151.15384615384616)","(51.0, 80.0, 70.0)"
11-01-2023 15:45:04.835449,"(3.4, 3.8, 3.7318181818181815)","(26.0, 42.0, 39.333333333333336)","(81.0, 130.0, 102.5)","(17.0, 25.0, 24.2)","(26.0, 38.0, 35.6)","(4.6, 6.2, 5.711111111111111)","(7.0, 7.8, 7.533333333333333)","(18.0, 60.0, 50.0)","(3.3, 3.8, 3.6714285714285713)","(31.0, 75.0, 55.333333333333336)","(101.0, 180.0, 151.15384615384616)","(51.0, 80.0, 70.0)"
11-01-2023 15:45:06.637637,"(3.4, 3.8, 3.7318181818181815)","(26.0, 42.0, 39.333333333333336)","(81.0, 120.0, 110.0)","(17.0, 25.0, 24.2)","(26.0, 38.0, 35.6)","(4.6, 6.2, 5.711111111111111)","(7.0, 7.8, 7.777777777777778)","(18.0, 60.0, 44.0)","(3.3, 3.8, 3.6714285714285713)","(31.0, 70.0, 55.333333333333336)","(101.0, 180.0, 151.15384615384616)","(51.0, 80.0, 70.0)"
11-01-2023 15:45:08.602429,"(3.4, 3.8, 3.7318181818181815)","(26.0, 42.0, 39.333333333333336)","(81.0, 120.0, 110.0)","(17.0, 25.0, 24.2)","(26.0, 38.0, 35.6)","(4.6, 6.2, 5.711111111111111)","(7.0, 7.8, 7.777777777777778)","(18.0, 50.0, 44.0)","(3.3, 3.8, 3.6714285714285713)","(31.0, 70.0, 55.333333333333336)","(101.0, 180.0, 151.15384615384616)","(51.0, 80.0, 70.0)"
11-01-2023 15:45:10.501547,"(3.4, 3.8, 3.6884615384615382)","(26.0, 42.0, 39.333333333333336)","(81.0, 120.0, 110.0)","(17.0, 25.0, 22.5)","(26.0, 38.0, 33.05882352941177)","(4.6, 6.2, 5.711111111111111)","(7.0, 7.8, 8.181818181818182)","(18.0, 46.0, 41.333333333333336)","(3.3, 3.8, 3.6714285714285713)","(31.0, 70.0, 55.333333333333336)","(101.0, 180.0, 151.15384615384616)","(51.0, 80.0, 70.0)"
11-01-2023 15:45:12.273163,"(3.4, 3.75, 3.6884615384615382)","(26.0, 42.0, 39.333333333333336)","(81.0, 120.0, 110.0)","(17.0, 24.0, 23.5)","(26.0, 44.0, 35.333333333333336)","(4.6, 6.2, 5.711111111111111)","(7.0, 8.4, 8.14468085106383)","(18.0, 46.0, 41.333333333333336)","(3.3, 3.8, 3.6714285714285713)","(31.0, 70.0, 55.333333333333336)","(101.0, 180.0, 151.15384615384616)","(51.0, 80.0, 70.0)"
11-01-2023 15:45:15.395257,"(3.4, 3.75, 3.6301801801801803)","(26.0, 42.0, 39.333333333333336)","(81.0, 120.0, 110.0)","(17.0, 26.0, 24.75)","(26.0, 42.0, 34.0)","(4.6, 6.2, 5.8)","(7.0, 8.4, 8.14468085106383)","(18.0, 44.0, 38.0)","(3.3, 3.8, 3.6714285714285713)","(31.0, 70.0, 55.333333333333336)","(101.0, 180.0, 151.15384615384616)","(51.0, 80.0, 70.0)"
11-01-2023 15:45:17.436025,"(3.4, 3.65, 3.6301801801801803)","(26.0, 42.0, 39.333333333333336)","(81.0, 120.0, 110.0)","(17.0, 26.0, 24.333333333333332)","(26.0, 42.0, 35.333333333333336)","(4.6, 6.2, 5.8)","(7.0, 8.4, 8.14468085106383)","(18.0, 44.0, 38.0)","(3.3, 3.8, 3.6999999999999997)","(31.0, 70.0, 55.333333333333336)","(101.0, 180.0, 151.15384615384616)","(51.0, 80.0, 70.0)"
11-01-2023 15:45:19.226445,"(3.4, 3.65, 3.6301801801801803)","(26.0, 42.0, 39.333333333333336)","(81.0, 120.0, 110.0)","(17.0, 26.0, 23.666666666666668)","(26.0, 42.0, 35.333333333333336)","(4.6, 6.2, 5.8)","(7.0, 8.4, 8.14468085106383)","(18.0, 42.0, 36.0)","(3.3, 3.8, 3.6999999999999997)","(31.0, 75.0, 58.8)","(101.0, 180.0, 151.15384615384616)","(51.0, 80.0, 70.0)"
11-01-2023 15:45:21.171845,"(3.4, 3.65, 3.6294392523364487)","(26.0, 42.0, 39.333333333333336)","(81.0, 120.0, 105.0)","(17.0, 25.0, 23.666666666666668)","(26.0, 42.0, 35.333333333333336)","(4.6, 6.2, 5.790909090909091)","(7.0, 8.4, 8.074074074074074)","(18.0, 42.0, 36.0)","(3.3, 3.8, 3.6999999999999997)","(31.0, 75.0, 62.666666666666664)","(101.0, 180.0, 151.15384615384616)","(51.0, 80.0, 70.0)"
11-01-2023 15:45:23.098430,"(3.4, 3.65, 3.6294392523364487)","(26.0, 42.0, 39.333333333333336)","(81.0, 110.0, 106.66666666666667)","(17.0, 25.0, 23.285714285714285)","(26.0, 42.0, 35.333333333333336)","(4.6, 6.2, 5.9750000000000005)","(7.0, 8.4, 8.14468085106383)","(18.0, 42.0, 36.0)","(3.3, 3.8, 3.6999999999999997)","(31.0, 70.0, 58.8)","(101.0, 180.0, 151.15384615384616)","(51.0, 80.0, 70.0)"
11-01-2023 15:45:25.112644,"(3.4, 3.65, 3.6294392523364487)","(26.0, 42.0, 39.333333333333336)","(81.0, 120.0, 115.0)","(17.0, 25.0, 23.285714285714285)","(26.0, 42.0, 35.333333333333336)","(4.6, 6.2, 5.9750000000000005)","(7.0, 8.4, 8.14468085106383)","(18.0, 42.0, 36.0)","(3.3, 3.8, 3.6999999999999997)","(31.0, 75.0, 66.9)","(101.0, 180.0, 151.15384615384616)","(51.0, 80.0, 70.0)"
11-01-2023 15:45:27.102424,"(3.4, 3.65, 3.6294392523364487)","(26.0, 42.0, 39.333333333333336)","(81.0, 130.0, 115.0)","(17.0, 25.0, 23.285714285714285)","(26.0, 42.0, 35.333333333333336)","(4.6, 6.2, 5.9750000000000005)","(7.0, 8.4, 8.14468085106383)","(18.0, 42.0, 36.0)","(3.3, 3.8, 3.6999999999999997)","(31.0, 75.0, 60.0)","(101.0, 180.0, 151.15384615384616)","(51.0, 80.0, 70.0)"
11-01-2023 15:45:29.232847,"(3.4, 3.65, 3.6294392523364487)","(26.0, 42.0, 39.333333333333336)","(81.0, 130.0, 115.0)","(17.0, 25.0, 24.0)","(26.0, 42.0, 37.0)","(4.6, 6.2, 5.942857142857143)","(7.0, 8.4, 8.181818181818182)","(18.0, 42.0, 36.0)","(3.3, 3.8, 3.6999999999999997)","(31.0, 75.0, 60.0)","(101.0, 180.0, 151.15384615384616)","(51.0, 80.0, 70.0)"
11-01-2023 15:45:31.140030,"(3.4, 3.65, 3.6181159420289855)","(26.0, 42.0, 39.333333333333336)","(81.0, 130.0, 115.0)","(17.0, 25.0, 23.333333333333332)","(26.0, 42.0, 37.0)","(4.6, 6.2, 5.9818181818181815)","(7.0, 8.4, 8.181818181818182)","(18.0, 42.0, 36.0)","(3.3, 3.8, 3.6999999999999997)","(31.0, 70.0, 60.0)","(101.0, 180.0, 151.15384615384616)","(51.0, 80.0, 70.0)"
11-01-2023 15:45:33.298877,"(3.4, 3.65, 3.6181159420289855)","(26.0, 42.0, 39.333333333333336)","(81.0, 130.0, 115.0)","(17.0, 24.0, 23.333333333333332)","(26.0, 42.0, 37.0)","(4.6, 6.2, 5.9818181818181815)","(7.0, 8.4, 8.181818181818182)","(18.0, 40.0, 36.0)","(3.3, 3.8, 3.7666666666666666)","(31.0, 70.0, 60.0)","(101.0, 180.0, 151.15384615384616)","(51.0, 80.0, 70.0)"
11-01-2023 15:45:35.313690,"(3.4, 3.65, 3.6181159420289855)","(26.0, 42.0, 39.333333333333336)","(81.0, 130.0, 115.0)","(17.0, 24.0, 24.666666666666668)","(26.0, 42.0, 37.0)","(4.6, 6.2, 6.05)","(7.0, 8.4, 7.881818181818182)","(18.0, 40.0, 35.333333333333336)","(3.3, 3.8, 3.7666666666666666)","(31.0, 70.0, 65.0)","(101.0, 180.0, 151.15384615384616)","(51.0, 80.0, 70.0)"
11-01-2023 15:45:37.146260,"(3.4, 3.65, 3.6166666666666667)","(26.0, 42.0, 39.333333333333336)","(81.0, 130.0, 115.0)","(17.0, 26.0, 24.666666666666668)","(26.0, 42.0, 37.0)","(4.6, 6.2, 6.25)","(7.0, 8.4, 7.92)","(18.0, 38.0, 35.333333333333336)","(3.3, 3.8, 3.7666666666666666)","(31.0, 75.0, 66.66666666666667)","(101.0, 180.0, 151.15384615384616)","(51.0, 80.0, 70.0)"
11-01-2023 15:45:38.845441,"(3.4, 3.65, 3.6166666666666667)","(26.0, 42.0, 39.333333333333336)","(81.0, 130.0, 115.0)","(17.0, 26.0, 24.666666666666668)","(26.0, 42.0, 37.0)","(4.6, 6.6, 6.176923076923077)","(7.0, 8.4, 7.92)","(18.0, 38.0, 35.333333333333336)","(3.3, 3.8, 3.7666666666666666)","(31.0, 75.0, 66.66666666666667)","(101.0, 180.0, 151.15384615384616)","(51.0, 80.0, 70.0)"
11-01-2023 15:45:40.543474,"(3.4, 3.65, 3.6166666666666667)","(26.0, 42.0, 39.333333333333336)","(81.0, 130.0, 115.0)","(17.0, 26.0, 24.666666666666668)","(26.0, 42.0, 37.0)","(4.6, 6.8, 6.176923076923077)","(7.0, 8.4, 7.92)","(18.0, 38.0, 35.333333333333336)","(3.3, 3.8, 3.7666666666666666)","(31.0, 75.0, 66.66666666666667)","(101.0, 180.0, 151.15384615384616)","(51.0, 80.0, 70.0)"
11-01-2023 15:45:42.443144,"(3.4, 3.65, 3.6166666666666667)","(26.0, 42.0, 39.333333333333336)","(81.0, 130.0, 115.0)","(17.0, 26.0, 24.666666666666668)","(26.0, 42.0, 35.333333333333336)","(4.6, 6.6, 6.25)","(7.0, 8.4, 7.92)","(18.0, 38.0, 35.333333333333336)","(3.3, 3.8, 3.7666666666666666)","(31.0, 75.0, 66.66666666666667)","(101.0, 180.0, 151.15384615384616)","(51.0, 80.0, 70.0)"
11-01-2023 15:45:44.379406,"(3.4, 3.65, 3.6166666666666667)","(26.0, 42.0, 39.333333333333336)","(81.0, 130.0, 115.0)","(17.0, 26.0, 24.666666666666668)","(26.0, 42.0, 35.333333333333336)","(4.6, 6.6, 6.25)","(7.0, 8.4, 7.92)","(18.0, 38.0, 35.333333333333336)","(3.3, 3.8, 3.7666666666666666)","(31.0, 75.0, 66.66666666666667)","(101.0, 180.0, 151.15384615384616)","(51.0, 80.0, 70.0)"
11-01-2023 15:45:46.267387,"(3.4, 3.65, 3.5945783132530122)","(26.0, 42.0, 39.333333333333336)","(81.0, 130.0, 115.0)","(17.0, 26.0, 24.666666666666668)","(26.0, 42.0, 35.333333333333336)","(4.6, 6.6, 6.3375)","(7.0, 8.4, 7.92)","(18.0, 38.0, 35.333333333333336)","(3.3, 3.8, 3.7666666666666666)","(31.0, 75.0, 66.66666666666667)","(101.0, 180.0, 151.15384615384616)","(51.0, 80.0, 70.0)"
11-01-2023 15:45:48.065745,"(3.4, 3.6, 3.5945783132530122)","(26.0, 42.0, 39.333333333333336)","(81.0, 130.0, 115.0)","(17.0, 26.0, 24.666666666666668)","(26.0, 42.0, 35.333333333333336)","(4.6, 6.6, 6.24)","(7.0, 8.4, 8.322051282051282)","(18.0, 38.0, 35.333333333333336)","(3.3, 3.8, 3.7666666666666666)","(31.0, 75.0, 66.66666666666667)","(101.0, 180.0, 151.15384615384616)","(51.0, 80.0, 72.0)"
11-01-2023 15:45:49.708508,"(3.4, 3.6, 3.594943820224719)","(31.0, 42.0, 39.333333333333336)","(81.0, 130.0, 115.0)","(17.0, 26.0, 24.666666666666668)","(26.0, 42.0, 35.333333333333336)","(4.8, 6.6, 6.3)","(7.0, 8.4, 8.348936170212767)","(17.0, 38.0, 35.333333333333336)","(3.3, 3.8, 3.7666666666666666)","(31.0, 75.0, 61.5)","(101.0, 180.0, 151.15384615384616)","(51.0, 80.0, 72.0)"
11-01-2023 15:45:51.616665,"(3.4, 3.6, 3.5890243902439023)","(31.0, 42.0, 39.333333333333336)","(81.0, 130.0, 115.0)","(17.0, 26.0, 24.666666666666668)","(26.0, 42.0, 35.333333333333336)","(4.8, 6.6, 6.3)","(7.0, 8.4, 8.348936170212767)","(17.0, 38.0, 35.333333333333336)","(3.3, 3.8, 3.7666666666666666)","(31.0, 75.0, 61.5)","(101.0, 180.0, 151.15384615384616)","(51.0, 80.0, 72.0)"
11-01-2023 15:45:53.817181,"(3.4, 3.6, 3.5890243902439023)","(31.0, 42.0, 39.333333333333336)","(81.0, 130.0, 106.0)","(17.0, 26.0, 24.666666666666668)","(26.0, 42.0, 35.333333333333336)","(4.8, 6.6, 6.3)","(7.0, 8.4, 8.348936170212767)","(17.0, 38.0, 35.333333333333336)","(3.3, 3.8, 3.7666666666666666)","(31.0, 75.0, 61.5)","(101.0, 180.0, 151.15384615384616)","(51.0, 80.0, 72.0)"
11-01-2023 15:45:55.684329,"(3.4, 3.6, 3.5890243902439023)","(31.0, 42.0, 39.333333333333336)","(81.0, 130.0, 106.0)","(17.0, 26.0, 24.666666666666668)","(26.0, 42.0, 35.333333333333336)","(4.8, 6.6, 6.3)","(7.0, 8.4, 8.348936170212767)","(17.0, 38.0, 35.333333333333336)","(3.3, 3.8, 3.7666666666666666)","(31.0, 75.0, 61.5)","(101.0, 180.0, 151.15384615384616)","(51.0, 80.0, 72.0)"
11-01-2023 15:45:57.295005,"(3.4, 3.6, 3.5890243902439023)","(31.0, 42.0, 39.333333333333336)","(81.0, 130.0, 106.0)","(17.0, 26.0, 24.666666666666668)","(26.0, 42.0, 35.333333333333336)","(4.8, 6.6, 6.3)","(7.0, 8.4, 8.348936170212767)","(17.0, 38.0, 35.333333333333336)","(3.3, 3.8, 3.7666666666666666)","(31.0, 75.0, 61.5)","(101.0, 180.0, 151.15384615384616)","(51.0, 80.0, 72.0)"
11-01-2023 15:45:59.498126,"(3.4, 3.6, 3.546551724137931)","(31.0, 42.0, 39.333333333333336)","(81.0, 130.0, 106.0)","(17.0, 26.0, 22.0)","(26.0, 42.0, 38.666666666666664)","(4.8, 6.6, 6.3)","(7.0, 8.4, 8.35)","(17.0, 38.0, 34.666666666666664)","(3.3, 3.8, 3.7666666666666666)","(31.0, 75.0, 71.14285714285714)","(101.0, 180.0, 151.15384615384616)","(51.0, 80.0, 72.0)"
11-01-2023 15:46:01.446292,"(3.4, 3.55, 3.536)","(31.0, 42.0, 39.333333333333336)","(81.0, 130.0, 106.0)","(17.0, 25.0, 23.694444444444443)","(26.0, 42.0, 37.0)","(4.8, 6.6, 6.3)","(7.0, 8.4, 8.35)","(17.0, 36.0, 34.666666666666664)","(3.3, 3.8, 3.7666666666666666)","(31.0, 75.0, 71.14285714285714)","(101.0, 180.0, 151.15384615384616)","(51.0, 80.0, 72.0)"
11-01-2023 15:46:03.379895,"(3.4, 3.55, 3.536)","(31.0, 42.0, 40.4)","(81.0, 130.0, 106.0)","(17.0, 24.0, 22.75)","(26.0, 42.0, 37.0)","(4.8, 6.6, 6.3)","(7.0, 8.4, 8.35)","(17.0, 36.0, 34.666666666666664)","(3.3, 3.8, 3.6625)","(31.0, 75.0, 61.5)","(101.0, 180.0, 151.15384615384616)","(51.0, 80.0, 72.0)"
11-01-2023 15:46:05.523873,"(3.4, 3.55, 3.536)","(31.0, 42.0, 39.333333333333336)","(81.0, 130.0, 106.0)","(17.0, 23.0, 21.833333333333332)","(21.0, 42.0, 37.0)","(4.8, 6.6, 6.15)","(7.0, 8.4, 8.35)","(17.0, 36.0, 34.666666666666664)","(3.3, 3.8, 3.6625)","(31.0, 75.0, 66.66666666666667)","(101.0, 180.0, 151.15384615384616)","(51.0, 80.0, 72.0)"
11-01-2023 15:46:07.496497,"(3.4, 3.55, 3.536)","(31.0, 42.0, 39.333333333333336)","(81.0, 130.0, 113.21428571428571)","(17.0, 23.0, 20.75)","(21.0, 42.0, 35.111111111111114)","(4.8, 6.6, 6.15)","(7.0, 8.4, 8.35)","(17.0, 36.0, 44.90909090909091)","(3.3, 3.8, 3.6783783783783783)","(31.0, 75.0, 70.0)","(101.0, 180.0, 151.25)","(51.0, 80.0, 72.0)"
