,World Of Fools,Adios See Ya,Toller,Lion Of The Sea,Jaime Jamel,Dinner Bell,Scaredy Cat,Baytown Jakester,Forever The Boss,Urban Warrior
05-01-2023 12:28:16.830621,"(21.0, 200.0, 79.33333333333334)","(10.0, 30.0, 19.125)","(2.7, 2.94, 2.732)","(9.0, 11.0, 9.971428571428572)","(26.0, 130.0, 112.0)","(20.0, 190.0, 92.57142857142857)","(9.0, 25.0, 21.5)","(4.6, 8.2, 7.7384615384615385)","(7.5, 12.5, 11.323529411764707)","(5.0, 7.8, 6.375)"
05-01-2023 12:28:18.048724,"(21.0, 200.0, 79.33333333333334)","(10.0, 30.0, 24.5625)","(2.7, 2.94, 2.732)","(9.0, 11.0, 9.971428571428572)","(26.0, 130.0, 112.0)","(20.0, 190.0, 92.57142857142857)","(9.0, 25.0, 21.5)","(4.6, 8.2, 7.7384615384615385)","(7.5, 12.5, 11.323529411764707)","(5.0, 7.8, 6.375)"
05-01-2023 12:28:19.250936,"(21.0, 200.0, 79.66666666666666)","(10.0, 30.0, 24.75)","(2.7, 2.94, 2.841)","(9.0, 11.0, 9.971428571428572)","(26.0, 130.0, 112.0)","(20.0, 190.0, 92.57142857142857)","(9.0, 25.0, 21.5)","(4.6, 8.2, 7.7384615384615385)","(7.5, 12.5, 11.323529411764707)","(5.0, 7.8, 6.5)"
05-01-2023 12:28:20.465915,"(21.0, 200.0, 79.66666666666666)","(10.0, 30.0, 23.0)","(2.7, 2.94, 2.7436363636363637)","(9.0, 11.0, 9.971428571428572)","(26.0, 130.0, 112.0)","(20.0, 190.0, 76.33333333333334)","(9.0, 25.0, 21.5)","(4.6, 8.2, 7.7384615384615385)","(7.5, 12.5, 11.323529411764707)","(5.0, 8.0, 6.571428571428571)"
05-01-2023 12:28:21.739709,"(21.0, 200.0, 79.33333333333334)","(10.0, 30.0, 27.1875)","(2.7, 2.94, 2.7436363636363637)","(9.0, 11.0, 9.971428571428572)","(26.0, 130.0, 112.0)","(20.0, 190.0, 76.33333333333334)","(9.0, 25.0, 21.5)","(4.6, 8.2, 7.7384615384615385)","(7.5, 12.5, 11.323529411764707)","(5.0, 8.0, 6.571428571428571)"
05-01-2023 12:28:22.942726,"(21.0, 200.0, 79.33333333333334)","(10.0, 30.0, 27.1875)","(2.7, 2.94, 2.7436363636363637)","(9.0, 11.0, 9.971428571428572)","(26.0, 130.0, 112.0)","(20.0, 190.0, 76.33333333333334)","(9.0, 25.0, 21.5)","(4.6, 8.2, 7.7384615384615385)","(7.5, 12.5, 11.323529411764707)","(5.0, 8.0, 6.571428571428571)"
05-01-2023 12:28:24.170489,"(21.0, 200.0, 79.66666666666666)","(10.0, 30.0, 19.125)","(2.7, 2.94, 2.9242105263157896)","(9.0, 11.0, 9.971428571428572)","(26.0, 130.0, 112.0)","(20.0, 190.0, 54.0)","(9.0, 25.0, 21.5)","(4.6, 8.2, 7.7384615384615385)","(7.5, 12.5, 11.323529411764707)","(5.0, 8.0, 6.571428571428571)"
05-01-2023 12:28:25.442357,"(21.0, 200.0, 79.33333333333334)","(10.0, 30.0, 19.125)","(2.7, 2.94, 2.9166666666666665)","(9.0, 11.0, 9.971428571428572)","(26.0, 130.0, 112.0)","(20.0, 190.0, 92.57142857142857)","(9.0, 26.0, 22.0)","(4.6, 8.2, 7.7384615384615385)","(7.5, 12.5, 10.9)","(5.0, 8.0, 6.571428571428571)"
05-01-2023 12:28:26.866196,"(21.0, 200.0, 79.33333333333334)","(10.0, 30.0, 23.785714285714285)","(2.7, 2.94, 2.9252631578947366)","(9.0, 11.0, 9.971428571428572)","(26.0, 130.0, 112.0)","(20.0, 190.0, 92.57142857142857)","(9.0, 26.0, 22.0)","(4.6, 8.2, 7.7384615384615385)","(7.5, 12.5, 10.9)","(5.0, 8.0, 6.5)"
05-01-2023 12:28:28.185504,"(21.0, 200.0, 79.66666666666666)","(10.0, 30.0, 19.5)","(2.7, 2.94, 2.9242105263157896)","(9.0, 11.0, 9.971428571428572)","(26.0, 130.0, 112.0)","(20.0, 190.0, 92.57142857142857)","(9.0, 26.0, 22.0)","(4.6, 8.2, 7.7384615384615385)","(7.5, 12.5, 10.9)","(5.0, 8.0, 6.571428571428571)"
05-01-2023 12:28:29.432570,"(21.0, 200.0, 79.66666666666666)","(10.0, 30.0, 23.0)","(2.7, 2.94, 2.9242105263157896)","(9.0, 11.0, 9.971428571428572)","(26.0, 130.0, 112.0)","(20.0, 190.0, 92.57142857142857)","(9.0, 26.0, 24.666666666666664)","(4.6, 8.2, 7.7384615384615385)","(7.5, 12.5, 10.9)","(5.0, 8.0, 6.571428571428571)"
05-01-2023 12:28:30.800486,"(21.0, 200.0, 140.0)","(10.0, 30.0, 23.0)","(2.7, 2.94, 2.9166666666666665)","(9.0, 11.0, 9.971428571428572)","(26.0, 130.0, 112.0)","(20.0, 190.0, 76.33333333333334)","(9.0, 26.0, 22.0)","(4.6, 8.2, 7.7384615384615385)","(7.5, 12.5, 10.9)","(5.0, 8.0, 6.571428571428571)"
05-01-2023 12:28:32.234894,"(21.0, 200.0, 140.0)","(10.0, 30.0, 24.75)","(2.7, 2.94, 2.8966666666666665)","(9.0, 11.0, 9.971428571428572)","(26.0, 130.0, 112.0)","(20.0, 190.0, 76.33333333333334)","(9.0, 26.0, 22.0)","(4.6, 8.2, 7.7384615384615385)","(7.5, 12.5, 10.9)","(5.0, 8.0, 6.571428571428571)"
05-01-2023 12:28:33.616097,"(21.0, 200.0, 140.0)","(10.0, 30.0, 24.75)","(2.7, 2.94, 2.8966666666666665)","(9.0, 11.0, 9.971428571428572)","(26.0, 130.0, 112.0)","(20.0, 190.0, 76.33333333333334)","(9.0, 26.0, 22.0)","(4.6, 8.2, 7.7384615384615385)","(7.5, 12.5, 10.9)","(5.0, 8.0, 6.571428571428571)"
05-01-2023 12:28:34.925227,"(21.0, 200.0, 140.0)","(10.0, 30.0, 24.75)","(2.7, 2.94, 2.8966666666666665)","(9.0, 11.0, 9.971428571428572)","(26.0, 130.0, 112.0)","(20.0, 190.0, 76.33333333333334)","(9.0, 26.0, 22.0)","(4.6, 8.2, 7.7384615384615385)","(7.5, 12.5, 10.9)","(5.0, 8.0, 6.571428571428571)"
05-01-2023 12:28:36.228760,"(21.0, 200.0, 140.0)","(10.0, 30.0, 24.75)","(2.7, 2.94, 2.8966666666666665)","(9.0, 11.0, 9.971428571428572)","(26.0, 130.0, 112.0)","(20.0, 190.0, 76.33333333333334)","(9.0, 26.0, 22.0)","(4.6, 8.2, 7.7384615384615385)","(7.5, 12.5, 10.9)","(5.0, 8.0, 6.571428571428571)"
05-01-2023 12:28:37.537236,"(21.0, 200.0, 140.0)","(10.0, 30.0, 24.75)","(2.7, 2.94, 2.8966666666666665)","(9.0, 11.0, 9.971428571428572)","(26.0, 130.0, 112.0)","(20.0, 190.0, 76.33333333333334)","(9.0, 26.0, 22.0)","(4.6, 8.2, 7.7384615384615385)","(7.5, 12.5, 10.9)","(5.0, 8.0, 6.571428571428571)"
05-01-2023 12:28:38.795450,"(21.0, 200.0, 140.0)","(10.0, 30.0, 24.75)","(2.7, 2.94, 2.8966666666666665)","(9.0, 11.0, 9.971428571428572)","(26.0, 130.0, 112.0)","(20.0, 190.0, 76.33333333333334)","(9.0, 26.0, 24.666666666666664)","(4.6, 8.2, 7.7384615384615385)","(7.5, 12.5, 10.9)","(5.0, 8.0, 6.571428571428571)"
05-01-2023 12:28:40.159982,"(21.0, 200.0, 140.0)","(10.0, 30.0, 24.75)","(2.7, 2.94, 2.8966666666666665)","(9.0, 11.0, 9.971428571428572)","(26.0, 130.0, 112.0)","(20.0, 190.0, 76.33333333333334)","(9.0, 26.0, 24.666666666666664)","(4.6, 8.2, 7.7384615384615385)","(7.5, 12.5, 10.9)","(5.0, 8.0, 6.571428571428571)"
05-01-2023 12:28:41.493549,"(21.0, 200.0, 140.0)","(10.0, 30.0, 24.75)","(2.7, 2.94, 2.916923076923077)","(9.0, 11.0, 9.971428571428572)","(26.0, 130.0, 112.0)","(20.0, 190.0, 76.33333333333334)","(9.0, 26.0, 24.666666666666664)","(4.6, 8.2, 7.7384615384615385)","(7.5, 12.5, 10.9)","(5.0, 8.0, 6.736842105263158)"
05-01-2023 12:28:42.863725,"(21.0, 200.0, 140.0)","(10.0, 30.0, 24.75)","(2.7, 2.94, 2.916923076923077)","(9.0, 11.0, 9.971428571428572)","(26.0, 130.0, 112.0)","(20.0, 190.0, 76.33333333333334)","(9.0, 26.0, 24.666666666666664)","(4.6, 8.2, 7.7384615384615385)","(7.5, 12.5, 10.9)","(5.0, 8.0, 6.736842105263158)"
05-01-2023 12:28:44.188573,"(21.0, 200.0, 140.0)","(10.0, 30.0, 24.75)","(2.7, 2.94, 2.916923076923077)","(9.0, 11.0, 9.971428571428572)","(26.0, 130.0, 112.0)","(20.0, 190.0, 76.33333333333334)","(9.0, 26.0, 24.666666666666664)","(4.6, 8.2, 7.699999999999999)","(7.5, 12.5, 10.9)","(5.0, 8.0, 6.736842105263158)"
05-01-2023 12:28:45.496427,"(21.0, 200.0, 140.0)","(10.0, 30.0, 26.31818181818182)","(2.7, 2.94, 2.9066666666666667)","(9.0, 11.0, 9.971428571428572)","(26.0, 130.0, 112.0)","(20.0, 190.0, 76.33333333333334)","(9.0, 26.0, 24.666666666666664)","(4.6, 8.2, 7.699999999999999)","(7.5, 12.5, 10.9)","(5.0, 8.0, 6.666666666666667)"
05-01-2023 12:28:46.887779,"(21.0, 200.0, 140.0)","(10.0, 30.0, 26.31818181818182)","(2.7, 2.94, 2.9066666666666667)","(9.0, 11.0, 9.971428571428572)","(26.0, 130.0, 112.0)","(20.0, 190.0, 76.33333333333334)","(9.0, 26.0, 24.666666666666664)","(4.6, 8.2, 7.699999999999999)","(7.5, 12.5, 10.9)","(5.0, 8.0, 6.666666666666667)"
05-01-2023 12:28:48.137366,"(21.0, 200.0, 140.0)","(10.0, 30.0, 20.25)","(2.7, 2.94, 2.9066666666666667)","(9.0, 11.0, 9.971428571428572)","(26.0, 130.0, 112.0)","(20.0, 190.0, 76.33333333333334)","(9.0, 26.0, 24.666666666666664)","(4.6, 8.2, 7.699999999999999)","(7.5, 12.5, 10.9)","(5.0, 8.0, 6.666666666666667)"
05-01-2023 12:28:49.385445,"(21.0, 200.0, 140.0)","(10.0, 30.0, 25.125)","(2.7, 2.94, 2.9066666666666667)","(9.0, 11.0, 9.971428571428572)","(26.0, 130.0, 112.0)","(20.0, 190.0, 76.33333333333334)","(9.0, 26.0, 24.666666666666664)","(4.6, 8.2, 7.699999999999999)","(7.5, 12.5, 10.9)","(5.0, 8.0, 6.666666666666667)"
05-01-2023 12:28:50.612175,"(21.0, 200.0, 140.0)","(10.0, 30.0, 25.125)","(2.7, 2.94, 2.9066666666666667)","(9.0, 11.0, 9.971428571428572)","(26.0, 130.0, 112.0)","(20.0, 190.0, 76.33333333333334)","(9.0, 26.0, 24.666666666666664)","(4.6, 8.2, 7.699999999999999)","(7.5, 12.5, 10.9)","(5.0, 8.0, 6.666666666666667)"
05-01-2023 12:28:51.881186,"(21.0, 200.0, 140.0)","(10.0, 30.0, 25.125)","(2.7, 2.94, 2.9066666666666667)","(9.0, 11.0, 9.971428571428572)","(26.0, 130.0, 112.0)","(20.0, 190.0, 76.33333333333334)","(9.0, 26.0, 24.666666666666664)","(4.6, 8.2, 7.699999999999999)","(7.5, 12.5, 10.9)","(5.0, 8.0, 6.666666666666667)"
05-01-2023 12:28:53.077774,"(21.0, 200.0, 140.0)","(10.0, 30.0, 25.125)","(2.6, 2.94, 2.9066666666666667)","(9.0, 11.0, 9.971428571428572)","(26.0, 130.0, 112.0)","(20.0, 190.0, 76.33333333333334)","(9.0, 26.0, 24.666666666666664)","(4.6, 8.2, 7.699999999999999)","(7.5, 12.5, 10.9)","(5.0, 8.0, 6.666666666666667)"
05-01-2023 12:28:54.441273,"(21.0, 200.0, 140.0)","(10.0, 30.0, 25.125)","(2.6, 2.94, 2.9066666666666667)","(9.0, 11.0, 9.971428571428572)","(26.0, 130.0, 112.0)","(20.0, 190.0, 76.33333333333334)","(9.0, 26.0, 24.0)","(4.6, 8.2, 7.699999999999999)","(7.5, 12.5, 10.9)","(5.0, 8.0, 6.666666666666667)"
05-01-2023 12:28:55.737141,"(21.0, 200.0, 140.0)","(10.0, 30.0, 24.0)","(2.6, 2.94, 2.92125)","(9.0, 11.0, 9.971428571428572)","(26.0, 130.0, 112.0)","(20.0, 190.0, 76.33333333333334)","(9.0, 26.0, 25.15)","(4.6, 8.2, 7.646153846153846)","(7.5, 12.5, 10.9)","(5.0, 8.0, 6.666666666666667)"
05-01-2023 12:28:56.987394,"(21.0, 200.0, 140.0)","(10.0, 30.0, 24.0)","(2.6, 2.94, 2.92125)","(9.0, 11.0, 9.971428571428572)","(26.0, 130.0, 112.0)","(20.0, 190.0, 76.33333333333334)","(9.0, 26.0, 25.15)","(4.6, 8.2, 7.646153846153846)","(7.5, 12.5, 10.9)","(5.0, 8.0, 6.666666666666667)"
05-01-2023 12:28:58.283925,"(21.0, 200.0, 140.0)","(10.0, 30.0, 24.0)","(2.6, 2.94, 2.92125)","(9.0, 11.0, 9.971428571428572)","(26.0, 130.0, 112.0)","(20.0, 190.0, 76.33333333333334)","(9.0, 26.0, 25.15)","(4.6, 8.2, 7.646153846153846)","(7.5, 12.5, 10.9)","(5.0, 8.0, 6.666666666666667)"
05-01-2023 12:28:59.558912,"(21.0, 200.0, 140.0)","(10.0, 30.0, 24.0)","(2.6, 2.94, 2.92125)","(9.0, 11.0, 9.971428571428572)","(26.0, 130.0, 112.0)","(20.0, 190.0, 76.33333333333334)","(9.0, 26.0, 25.15)","(4.6, 8.2, 7.646153846153846)","(7.5, 12.5, 10.9)","(5.0, 8.0, 6.666666666666667)"
05-01-2023 12:29:00.842891,"(21.0, 200.0, 81.33333333333334)","(10.0, 30.0, 24.0)","(2.6, 2.94, 2.92125)","(9.0, 11.0, 9.971428571428572)","(26.0, 130.0, 112.0)","(20.0, 190.0, 76.33333333333334)","(9.0, 26.0, 25.15)","(4.6, 8.2, 7.646153846153846)","(7.5, 12.5, 10.9)","(5.0, 8.0, 6.666666666666667)"
05-01-2023 12:29:02.077470,"(21.0, 200.0, 81.33333333333334)","(10.0, 30.0, 24.0)","(2.6, 2.94, 2.92125)","(9.0, 11.0, 9.971428571428572)","(26.0, 130.0, 112.0)","(20.0, 190.0, 76.33333333333334)","(9.0, 26.0, 25.055555555555557)","(4.6, 8.2, 7.646153846153846)","(7.5, 12.5, 10.9)","(5.0, 8.0, 6.666666666666667)"
05-01-2023 12:29:03.348730,"(21.0, 200.0, 81.33333333333334)","(10.0, 30.0, 24.0)","(2.6, 2.94, 2.92125)","(9.0, 11.0, 9.971428571428572)","(26.0, 130.0, 112.0)","(20.0, 190.0, 76.33333333333334)","(9.0, 26.0, 25.055555555555557)","(4.6, 8.2, 7.646153846153846)","(7.5, 12.5, 10.9)","(5.0, 8.0, 6.666666666666667)"
05-01-2023 12:29:04.636792,"(21.0, 200.0, 81.33333333333334)","(10.0, 30.0, 24.0)","(2.6, 2.94, 2.92125)","(9.0, 11.0, 9.971428571428572)","(26.0, 130.0, 112.0)","(20.0, 190.0, 76.33333333333334)","(9.0, 26.0, 25.15)","(4.6, 8.2, 7.646153846153846)","(7.5, 12.5, 10.9)","(5.0, 8.0, 6.666666666666667)"
05-01-2023 12:29:05.887345,"(21.0, 200.0, 81.33333333333334)","(10.0, 30.0, 24.0)","(2.6, 2.94, 2.92125)","(9.0, 11.0, 9.971428571428572)","(26.0, 130.0, 112.0)","(20.0, 190.0, 76.33333333333334)","(9.0, 26.0, 25.15)","(4.6, 8.2, 7.646153846153846)","(7.5, 12.5, 10.9)","(5.0, 8.0, 6.666666666666667)"
05-01-2023 12:29:07.147059,"(21.0, 200.0, 81.33333333333334)","(10.0, 30.0, 24.0)","(2.6, 2.94, 2.92125)","(9.0, 11.0, 9.971428571428572)","(26.0, 130.0, 112.0)","(20.0, 190.0, 76.33333333333334)","(9.0, 26.0, 25.15)","(4.6, 8.2, 7.646153846153846)","(7.5, 12.5, 10.9)","(5.0, 8.0, 6.666666666666667)"
05-01-2023 12:29:08.441764,"(21.0, 200.0, 81.33333333333334)","(10.0, 30.0, 24.0)","(2.6, 2.94, 2.92125)","(9.0, 11.0, 9.971428571428572)","(26.0, 130.0, 112.0)","(20.0, 190.0, 76.33333333333334)","(9.0, 26.0, 25.15)","(4.6, 8.2, 7.646153846153846)","(7.5, 12.5, 10.9)","(5.0, 8.0, 6.666666666666667)"
05-01-2023 12:29:09.700080,"(21.0, 200.0, 81.33333333333334)","(10.0, 30.0, 24.0)","(2.6, 2.94, 2.92125)","(9.0, 11.0, 9.971428571428572)","(26.0, 130.0, 112.0)","(20.0, 190.0, 76.33333333333334)","(9.0, 26.0, 25.15)","(4.6, 8.2, 7.646153846153846)","(7.5, 12.5, 10.9)","(5.0, 8.0, 6.666666666666667)"
05-01-2023 12:29:10.964766,"(21.0, 200.0, 81.33333333333334)","(10.0, 30.0, 24.0)","(2.6, 2.94, 2.92125)","(9.0, 11.0, 9.971428571428572)","(26.0, 130.0, 112.0)","(20.0, 190.0, 55.6)","(9.0, 26.0, 25.15)","(4.6, 8.2, 7.646153846153846)","(7.5, 12.5, 10.9)","(5.0, 8.0, 6.952941176470588)"
05-01-2023 12:29:12.231723,"(21.0, 200.0, 81.33333333333334)","(10.0, 30.0, 24.0)","(2.6, 2.94, 2.92125)","(9.0, 11.0, 9.971428571428572)","(26.0, 130.0, 112.0)","(20.0, 190.0, 55.6)","(9.0, 26.0, 25.15)","(4.6, 8.2, 7.646153846153846)","(7.5, 12.5, 10.9)","(5.0, 7.8, 6.952941176470588)"
05-01-2023 12:29:13.485889,"(21.0, 200.0, 81.33333333333334)","(10.0, 30.0, 24.0)","(2.6, 2.94, 2.92125)","(9.0, 11.0, 9.971428571428572)","(26.0, 130.0, 112.0)","(20.0, 190.0, 55.6)","(9.0, 26.0, 25.15)","(4.6, 8.2, 7.646153846153846)","(7.5, 12.5, 10.9)","(5.0, 7.8, 6.952941176470588)"
05-01-2023 12:29:14.753665,"(21.0, 200.0, 81.33333333333334)","(10.0, 30.0, 24.0)","(2.6, 2.94, 2.92125)","(9.0, 11.0, 9.971428571428572)","(26.0, 130.0, 112.0)","(20.0, 190.0, 55.6)","(9.0, 26.0, 25.15)","(4.6, 8.2, 7.646153846153846)","(7.5, 12.5, 10.9)","(5.0, 7.8, 6.952941176470588)"
05-01-2023 12:29:16.057412,"(21.0, 200.0, 81.33333333333334)","(10.0, 30.0, 24.0)","(2.6, 2.94, 2.92125)","(9.0, 11.0, 9.971428571428572)","(26.0, 130.0, 112.0)","(20.0, 190.0, 55.6)","(9.0, 26.0, 25.15)","(4.6, 8.2, 7.646153846153846)","(7.5, 12.5, 10.9)","(5.0, 7.8, 6.815384615384615)"
05-01-2023 12:29:17.311339,"(21.0, 200.0, 81.33333333333334)","(10.0, 30.0, 24.0)","(2.6, 2.94, 2.92125)","(9.0, 11.0, 9.971428571428572)","(26.0, 130.0, 112.0)","(20.0, 190.0, 55.6)","(9.0, 26.0, 25.15)","(4.6, 8.2, 7.646153846153846)","(7.5, 12.5, 10.9)","(5.0, 7.8, 6.709090909090909)"
05-01-2023 12:29:18.526119,"(21.0, 200.0, 81.33333333333334)","(10.0, 30.0, 24.0)","(2.6, 2.94, 2.92125)","(9.0, 11.0, 9.971428571428572)","(26.0, 130.0, 112.0)","(20.0, 190.0, 55.6)","(9.0, 26.0, 25.15)","(4.6, 8.2, 7.646153846153846)","(7.5, 12.5, 10.9)","(5.0, 7.8, 6.709090909090909)"
05-01-2023 12:29:19.749915,"(21.0, 200.0, 81.33333333333334)","(10.0, 30.0, 24.0)","(2.6, 2.94, 2.92125)","(9.0, 11.0, 9.971428571428572)","(26.0, 130.0, 112.0)","(20.0, 190.0, 55.6)","(9.0, 26.0, 25.15)","(4.6, 8.2, 7.646153846153846)","(7.5, 12.5, 10.9)","(5.0, 7.8, 6.709090909090909)"
05-01-2023 12:29:20.992358,"(21.0, 200.0, 81.33333333333334)","(10.0, 30.0, 24.0)","(2.6, 2.94, 2.92125)","(9.0, 11.0, 9.971428571428572)","(26.0, 130.0, 112.0)","(20.0, 190.0, 55.6)","(9.0, 26.0, 25.15)","(4.6, 8.2, 7.646153846153846)","(7.5, 12.5, 10.9)","(5.0, 7.8, 6.6947368421052635)"
05-01-2023 12:29:22.235061,"(21.0, 200.0, 81.33333333333334)","(10.0, 30.0, 24.0)","(2.6, 2.94, 2.92125)","(9.0, 11.0, 9.971428571428572)","(26.0, 130.0, 112.0)","(20.0, 190.0, 55.6)","(9.0, 26.0, 25.15)","(4.6, 8.2, 7.646153846153846)","(7.5, 12.5, 10.9)","(5.0, 7.8, 6.6947368421052635)"
05-01-2023 12:29:23.563554,"(21.0, 200.0, 81.33333333333334)","(10.0, 30.0, 24.0)","(2.6, 2.94, 2.92125)","(9.0, 11.0, 9.971428571428572)","(26.0, 130.0, 112.0)","(20.0, 190.0, 55.6)","(9.0, 26.0, 25.15)","(4.6, 8.2, 7.646153846153846)","(7.5, 12.5, 10.9)","(5.0, 7.8, 6.6947368421052635)"
05-01-2023 12:29:24.790945,"(21.0, 200.0, 81.33333333333334)","(10.0, 30.0, 24.0)","(2.6, 2.94, 2.92125)","(9.0, 11.0, 9.971428571428572)","(26.0, 130.0, 112.0)","(20.0, 190.0, 55.6)","(9.0, 26.0, 25.15)","(4.6, 8.2, 7.646153846153846)","(7.5, 12.5, 10.9)","(5.0, 7.8, 6.6947368421052635)"
05-01-2023 12:29:26.000965,"(21.0, 200.0, 81.33333333333334)","(10.0, 30.0, 24.0)","(2.6, 2.94, 2.92125)","(9.0, 11.0, 9.971428571428572)","(26.0, 130.0, 112.0)","(20.0, 190.0, 55.6)","(9.0, 26.0, 25.15)","(4.6, 8.2, 7.646153846153846)","(7.5, 12.5, 10.833333333333334)","(5.0, 7.8, 6.6947368421052635)"
05-01-2023 12:29:27.228077,"(21.0, 200.0, 81.33333333333334)","(10.0, 30.0, 24.0)","(2.6, 2.94, 2.92125)","(9.0, 11.0, 9.971428571428572)","(26.0, 130.0, 112.0)","(20.0, 190.0, 55.6)","(9.0, 26.0, 25.15)","(4.6, 8.2, 7.646153846153846)","(7.5, 12.5, 11.071428571428571)","(5.0, 7.8, 6.6947368421052635)"
05-01-2023 12:29:28.427011,"(21.0, 200.0, 81.33333333333334)","(10.0, 30.0, 24.0)","(2.6, 2.94, 2.92125)","(9.0, 11.0, 9.971428571428572)","(26.0, 130.0, 112.0)","(20.0, 190.0, 55.6)","(9.0, 26.0, 25.15)","(4.6, 8.2, 7.646153846153846)","(7.5, 12.5, 11.071428571428571)","(5.0, 7.8, 6.6947368421052635)"
05-01-2023 12:29:29.680617,"(21.0, 200.0, 81.33333333333334)","(10.0, 30.0, 24.0)","(2.6, 2.96, 2.8055172413793104)","(9.0, 11.0, 9.971428571428572)","(26.0, 130.0, 112.0)","(20.0, 190.0, 55.6)","(9.0, 26.0, 25.15)","(4.6, 8.2, 7.646153846153846)","(7.5, 12.5, 11.071428571428571)","(5.0, 7.8, 6.6947368421052635)"
05-01-2023 12:29:30.899145,"(21.0, 200.0, 81.33333333333334)","(10.0, 30.0, 24.0)","(2.6, 2.96, 2.8055172413793104)","(9.0, 11.0, 9.971428571428572)","(26.0, 130.0, 112.0)","(20.0, 190.0, 55.6)","(9.0, 26.0, 25.272727272727273)","(4.6, 8.2, 7.646153846153846)","(7.5, 12.5, 11.071428571428571)","(5.0, 7.8, 6.6947368421052635)"
05-01-2023 12:29:32.143519,"(21.0, 200.0, 81.33333333333334)","(10.0, 30.0, 24.0)","(2.6, 2.96, 2.8055172413793104)","(9.0, 11.0, 9.971428571428572)","(26.0, 130.0, 112.0)","(20.0, 190.0, 55.6)","(9.0, 27.0, 25.272727272727273)","(4.6, 8.2, 7.646153846153846)","(7.5, 12.5, 11.071428571428571)","(5.0, 7.8, 6.6947368421052635)"
05-01-2023 12:29:33.368126,"(21.0, 200.0, 81.33333333333334)","(10.0, 30.0, 24.0)","(2.6, 2.96, 2.8055172413793104)","(9.0, 11.0, 9.971428571428572)","(26.0, 130.0, 112.0)","(20.0, 190.0, 55.6)","(9.0, 27.0, 25.272727272727273)","(4.6, 8.2, 7.646153846153846)","(7.5, 12.5, 10.833333333333334)","(5.0, 7.8, 6.6947368421052635)"
05-01-2023 12:29:34.603472,"(21.0, 200.0, 81.33333333333334)","(10.0, 30.0, 24.0)","(2.6, 2.96, 2.8055172413793104)","(9.0, 11.0, 9.971428571428572)","(26.0, 130.0, 112.0)","(20.0, 190.0, 55.6)","(9.0, 27.0, 25.272727272727273)","(4.6, 8.2, 7.646153846153846)","(7.5, 12.5, 10.833333333333334)","(5.0, 7.8, 6.6947368421052635)"
05-01-2023 12:29:35.783627,"(21.0, 200.0, 81.33333333333334)","(10.0, 30.0, 24.0)","(2.6, 2.96, 2.8055172413793104)","(9.0, 11.0, 9.971428571428572)","(26.0, 130.0, 112.0)","(20.0, 190.0, 55.6)","(9.0, 27.0, 25.272727272727273)","(4.6, 8.2, 7.646153846153846)","(7.5, 12.5, 10.833333333333334)","(5.0, 7.8, 6.6947368421052635)"
05-01-2023 12:29:36.967910,"(21.0, 200.0, 81.33333333333334)","(10.0, 30.0, 24.0)","(2.6, 2.96, 2.8055172413793104)","(9.0, 11.0, 9.971428571428572)","(26.0, 130.0, 112.0)","(20.0, 190.0, 55.6)","(9.0, 27.0, 25.272727272727273)","(4.6, 8.2, 7.646153846153846)","(7.5, 12.5, 11.195652173913043)","(5.0, 7.8, 6.6947368421052635)"
05-01-2023 12:29:38.151962,"(21.0, 200.0, 81.33333333333334)","(10.0, 30.0, 24.0)","(2.6, 2.96, 2.8055172413793104)","(9.0, 11.0, 9.971428571428572)","(26.0, 130.0, 112.0)","(20.0, 190.0, 55.6)","(9.0, 27.0, 25.272727272727273)","(4.6, 8.2, 7.646153846153846)","(7.5, 12.5, 11.447368421052632)","(5.0, 7.8, 6.6947368421052635)"
05-01-2023 12:29:39.432147,"(21.0, 200.0, 81.33333333333334)","(10.0, 30.0, 24.0)","(2.6, 2.96, 2.8)","(9.0, 11.0, 9.971428571428572)","(26.0, 130.0, 112.0)","(20.0, 190.0, 55.6)","(9.0, 27.0, 25.272727272727273)","(4.6, 8.2, 7.646153846153846)","(7.5, 12.5, 11.447368421052632)","(5.0, 7.8, 6.6947368421052635)"
05-01-2023 12:29:40.633888,"(21.0, 200.0, 81.33333333333334)","(10.0, 30.0, 24.0)","(2.6, 2.96, 2.815)","(9.0, 11.0, 9.971428571428572)","(26.0, 130.0, 112.0)","(20.0, 190.0, 55.6)","(9.0, 27.0, 25.272727272727273)","(4.6, 8.2, 7.646153846153846)","(7.5, 12.5, 11.447368421052632)","(5.0, 7.8, 6.6947368421052635)"
05-01-2023 12:29:41.844774,"(21.0, 200.0, 81.33333333333334)","(10.0, 30.0, 24.0)","(2.6, 2.94, 2.815)","(9.0, 11.0, 9.971428571428572)","(26.0, 130.0, 112.0)","(20.0, 190.0, 55.6)","(9.0, 27.0, 25.272727272727273)","(4.6, 8.2, 7.646153846153846)","(7.5, 12.5, 11.447368421052632)","(5.0, 7.8, 6.6947368421052635)"
05-01-2023 12:29:43.076662,"(21.0, 200.0, 81.33333333333334)","(10.0, 30.0, 24.0)","(2.6, 2.94, 2.815)","(9.0, 11.0, 9.971428571428572)","(26.0, 130.0, 112.0)","(20.0, 190.0, 55.6)","(9.0, 27.0, 25.272727272727273)","(4.6, 8.2, 7.646153846153846)","(7.5, 12.5, 11.447368421052632)","(5.0, 7.8, 6.6947368421052635)"
