,Radley Erskin,Gold On Black,Goddess Of War,Jerrys Mate,Willina Charm,Bundy Traveller,Oh So Orson,Toppers The One
11-01-2023 11:14:21.632053,"(1.75, 2.22, 2.21504)","(2.9, 3.4, 3.3736334405144692)","(31.0, 46.0, 40.96774193548387)","(13.0, 16.0, 15.928571428571429)","(17.0, 22.0, 21.97222222222222)","(11.0, 12.5, 12.4296875)","(26.0, 38.0, 37.04761904761905)","(71.0, 200.0, 158.33333333333334)"
11-01-2023 11:14:22.726652,"(1.75, 2.22, 2.21504)","(2.9, 3.4, 3.3736334405144692)","(31.0, 46.0, 40.96774193548387)","(13.0, 16.0, 15.823529411764707)","(17.0, 22.0, 21.97222222222222)","(11.0, 12.5, 12.425)","(26.0, 38.0, 37.0)","(71.0, 200.0, 158.33333333333334)"
11-01-2023 11:14:23.807375,"(1.8, 2.22, 2.213821138211382)","(2.9, 3.4, 3.3736334405144692)","(31.0, 46.0, 40.96774193548387)","(13.0, 16.0, 15.142857142857142)","(17.0, 22.0, 21.973333333333333)","(10.0, 12.5, 12.475806451612904)","(26.0, 40.0, 36.903225806451616)","(71.0, 200.0, 158.33333333333334)"
11-01-2023 11:14:24.880927,"(1.8, 2.22, 2.2167381974248928)","(2.9, 3.4, 3.371785714285714)","(31.0, 46.0, 43.333333333333336)","(13.0, 15.5, 15.333333333333334)","(17.0, 22.0, 21.97222222222222)","(10.0, 12.5, 12.808219178082192)","(26.0, 40.0, 36.25)","(71.0, 200.0, 188.88888888888889)"
11-01-2023 11:14:25.887871,"(1.8, 2.24, 2.2362331838565024)","(2.9, 3.35, 3.3492610837438423)","(31.0, 44.0, 43.333333333333336)","(13.0, 16.5, 15.333333333333334)","(17.0, 22.0, 21.97222222222222)","(10.0, 13.0, 12.86)","(26.0, 40.0, 35.833333333333336)","(71.0, 200.0, 188.88888888888889)"
11-01-2023 11:14:26.912282,"(1.8, 2.24, 2.234871794871795)","(2.9, 3.4, 3.3766536964980545)","(31.0, 44.0, 43.333333333333336)","(13.0, 16.0, 15.454545454545455)","(17.0, 22.0, 21.97222222222222)","(10.0, 13.0, 12.494252873563218)","(26.0, 40.0, 37.88235294117647)","(71.0, 200.0, 188.88888888888889)"
11-01-2023 11:14:27.955100,"(1.8, 2.24, 2.234871794871795)","(2.9, 3.35, 3.2772727272727273)","(31.0, 44.0, 43.333333333333336)","(13.0, 16.0, 15.454545454545455)","(17.0, 22.0, 21.97222222222222)","(10.0, 12.5, 12.494252873563218)","(26.0, 40.0, 36.57142857142857)","(71.0, 200.0, 188.88888888888889)"
11-01-2023 11:14:28.935556,"(1.8, 2.26, 2.2406060606060607)","(2.9, 3.3, 3.2636363636363637)","(31.0, 46.0, 40.96774193548387)","(13.0, 16.0, 14.636363636363637)","(17.0, 22.0, 21.970149253731343)","(10.0, 12.5, 12.494252873563218)","(26.0, 40.0, 36.61538461538461)","(71.0, 200.0, 188.88888888888889)"
11-01-2023 11:14:29.958494,"(1.8, 2.26, 2.2254054054054055)","(2.9, 3.3, 3.242857142857143)","(31.0, 46.0, 40.96774193548387)","(13.0, 16.0, 15.166666666666666)","(17.0, 22.0, 21.970149253731343)","(10.0, 12.5, 12.494252873563218)","(26.0, 40.0, 36.72727272727273)","(71.0, 200.0, 188.88888888888889)"
11-01-2023 11:14:30.919291,"(1.8, 2.26, 2.24948275862069)","(2.9, 3.35, 3.344186046511628)","(31.0, 44.0, 43.333333333333336)","(13.0, 16.0, 15.166666666666666)","(17.0, 22.0, 21.736842105263158)","(10.0, 12.5, 12.494252873563218)","(26.0, 40.0, 37.0)","(71.0, 200.0, 188.88888888888889)"
11-01-2023 11:14:31.896583,"(1.8, 2.26, 2.2465573770491805)","(2.9, 3.35, 3.344186046511628)","(31.0, 46.0, 40.4)","(13.0, 16.0, 15.333333333333334)","(17.0, 22.0, 21.67088607594937)","(10.0, 12.5, 12.494252873563218)","(26.0, 40.0, 37.0)","(71.0, 200.0, 188.88888888888889)"
11-01-2023 11:14:32.894064,"(1.8, 2.26, 2.228888888888889)","(2.9, 3.35, 3.269047619047619)","(31.0, 44.0, 41.142857142857146)","(13.0, 16.0, 15.454545454545455)","(17.0, 22.0, 21.67088607594937)","(10.0, 12.5, 12.422619047619047)","(26.0, 40.0, 37.0)","(71.0, 200.0, 188.88888888888889)"
11-01-2023 11:14:33.904109,"(1.8, 2.24, 2.2392857142857143)","(2.9, 3.3, 3.2111111111111112)","(31.0, 44.0, 43.333333333333336)","(13.0, 16.0, 15.454545454545455)","(17.0, 22.0, 21.714285714285715)","(10.0, 12.5, 12.493421052631579)","(26.0, 40.0, 38.92)","(71.0, 200.0, 188.88888888888889)"
11-01-2023 11:14:34.923841,"(1.8, 2.26, 2.247547169811321)","(2.9, 3.25, 3.2227272727272727)","(31.0, 46.0, 41.5)","(13.0, 16.0, 15.4375)","(17.0, 22.0, 21.714285714285715)","(10.0, 12.5, 12.493421052631579)","(26.0, 40.0, 37.0)","(71.0, 200.0, 188.88888888888889)"
11-01-2023 11:14:35.969382,"(1.8, 2.26, 2.245)","(2.9, 3.25, 3.216666666666667)","(31.0, 42.0, 41.6)","(13.0, 16.0, 15.4375)","(17.0, 22.0, 21.65)","(10.0, 12.5, 12.493333333333334)","(26.0, 40.0, 37.0)","(71.0, 200.0, 188.88888888888889)"
11-01-2023 11:14:37.030132,"(1.8, 2.26, 2.2303030303030305)","(2.9, 3.35, 3.4492469879518075)","(31.0, 46.0, 44.11764705882353)","(13.0, 16.0, 15.05)","(17.0, 22.0, 21.431818181818183)","(10.0, 12.5, 12.46923076923077)","(26.0, 40.0, 36.666666666666664)","(71.0, 200.0, 215.86206896551724)"
11-01-2023 11:14:38.083460,"(1.8, 2.24, 2.2327044025157234)","(2.9, 3.45, 3.4492469879518075)","(31.0, 46.0, 44.11764705882353)","(13.0, 15.5, 15.05)","(17.0, 22.0, 21.414141414141415)","(10.0, 12.5, 12.468253968253968)","(21.0, 40.0, 36.4)","(71.0, 240.0, 212.22222222222223)"
11-01-2023 11:14:39.177079,"(1.8, 2.24, 2.2331210191082804)","(2.9, 3.45, 3.448805970149254)","(31.0, 46.0, 43.886792452830186)","(13.0, 15.5, 15.418518518518518)","(17.0, 22.0, 20.34285714285714)","(10.0, 12.5, 12.438461538461539)","(21.0, 40.0, 36.61538461538461)","(71.0, 240.0, 212.22222222222223)"
11-01-2023 11:14:40.301805,"(1.8, 2.26, 2.240625)","(2.9, 3.45, 3.448443579766537)","(31.0, 46.0, 9749.975)","(13.0, 15.5, 9998.5)","(17.0, 22.0, 9998.5)","(10.0, 12.5, 9998.5)","(21.0, 44.0, 9998.5)","(71.0, 240.0, 9998.5)"
11-01-2023 11:14:41.311681,"(1.8, 99998, 9998.5)","(2.9, 99998, 9998.5)","(31.0, 99998, 9998.5)","(13.0, 99998, 9998.5)","(17.0, 99998, 9998.5)","(10.0, 99998, 9998.5)","(21.0, 99998, 9998.5)","(71.0, 99998, 9998.5)"
11-01-2023 11:14:42.376010,"(1.8, 99998, 9998.5)","(2.9, 99998, 9998.5)","(31.0, 99998, 9998.5)","(13.0, 99998, 9998.5)","(17.0, 99998, 9998.5)","(10.0, 99998, 9998.5)","(21.0, 99998, 9998.5)","(71.0, 99998, 9998.5)"
11-01-2023 11:14:43.451504,"(1.8, 99998, 9998.5)","(2.9, 99998, 9998.5)","(31.0, 99998, 9998.5)","(13.0, 99998, 9998.5)","(17.0, 99998, 9998.5)","(10.0, 99998, 9998.5)","(21.0, 99998, 9998.5)","(71.0, 99998, 9998.5)"
11-01-2023 11:14:44.569402,"(1.8, 99998, 9998.5)","(2.9, 99998, 9998.5)","(31.0, 99998, 9998.5)","(13.0, 99998, 9998.5)","(17.0, 99998, 9998.5)","(10.0, 99998, 9998.5)","(21.0, 99998, 9998.5)","(71.0, 99998, 9998.5)"
11-01-2023 11:14:45.649119,"(1.8, 99998, 9998.5)","(2.9, 99998, 9998.5)","(31.0, 99998, 9998.5)","(13.0, 99998, 9998.5)","(17.0, 99998, 9998.5)","(10.0, 99998, 9998.5)","(21.0, 99998, 9998.5)","(71.0, 99998, 9998.5)"
11-01-2023 11:14:46.716089,"(1.8, 99998, 9998.5)","(2.9, 99998, 9998.5)","(31.0, 99998, 9998.5)","(13.0, 99998, 9998.5)","(17.0, 99998, 9998.5)","(10.0, 99998, 9998.5)","(21.0, 99998, 9998.5)","(71.0, 99998, 9998.5)"
11-01-2023 11:14:47.824539,"(1.8, 99998, 9998.5)","(2.9, 99998, 9998.5)","(31.0, 99998, 9998.5)","(13.0, 99998, 9998.5)","(17.0, 99998, 9998.5)","(10.0, 99998, 9998.5)","(21.0, 99998, 9998.5)","(71.0, 99998, 9998.5)"
11-01-2023 11:14:48.900270,"(1.8, 99998, 9998.5)","(2.9, 99998, 9998.5)","(31.0, 99998, 9998.5)","(13.0, 99998, 9998.5)","(17.0, 99998, 9998.5)","(10.0, 99998, 9998.5)","(21.0, 99998, 9998.5)","(71.0, 99998, 9998.5)"
11-01-2023 11:14:49.984617,"(1.8, 99998, 9998.5)","(2.9, 99998, 9998.5)","(31.0, 99998, 9998.5)","(13.0, 99998, 9998.5)","(17.0, 99998, 9998.5)","(10.0, 99998, 9998.5)","(21.0, 99998, 9998.5)","(71.0, 99998, 9998.5)"
11-01-2023 11:14:51.069779,"(1.8, 99998, 9998.5)","(2.9, 99998, 9998.5)","(31.0, 99998, 9998.5)","(13.0, 99998, 9998.5)","(17.0, 99998, 9998.5)","(10.0, 99998, 9998.5)","(21.0, 99998, 9998.5)","(71.0, 99998, 9998.5)"
11-01-2023 11:14:52.170697,"(1.8, 99998, 9998.5)","(2.9, 99998, 9998.5)","(31.0, 99998, 9998.5)","(13.0, 99998, 9998.5)","(17.0, 99998, 9998.5)","(10.0, 99998, 9998.5)","(21.0, 99998, 9998.5)","(71.0, 99998, 9998.5)"
