,Adonis Kick,Princeton Award,Almsgiver,Abreed,Vadaboy,Flame Of Venice,Light Up The Moon,Mr Mischief,Allaboutattitude
04-01-2023 14:26:09.868799,"(7.5, 9.4, 9.08235294117647)","(3.9, 4.4, 4.3632911392405065)","(12.0, 17.5, 17.3)","(9.0, 11.0, 10.82857142857143)","(3.6, 3.95, 3.9089285714285715)","(5.5, 6.6, 6.578378378378378)","(13.0, 21.0, 20.605263157894736)","(21.0, 36.0, 35.666666666666664)","(31.0, 55.0, 53.833333333333336)"
04-01-2023 14:26:11.237141,"(7.5, 9.4, 9.08235294117647)","(3.9, 4.4, 4.3632911392405065)","(12.0, 17.5, 17.3)","(9.0, 11.0, 10.82857142857143)","(3.6, 3.95, 3.9089285714285715)","(5.5, 6.6, 6.578378378378378)","(13.0, 21.0, 20.605263157894736)","(21.0, 36.0, 35.666666666666664)","(31.0, 55.0, 53.833333333333336)"
04-01-2023 14:26:12.798886,"(7.5, 9.4, 9.08235294117647)","(3.9, 4.4, 4.3632911392405065)","(12.0, 17.5, 17.3)","(9.0, 11.0, 10.82857142857143)","(3.6, 3.95, 3.9089285714285715)","(5.5, 6.6, 6.578378378378378)","(13.0, 21.0, 20.5)","(21.0, 36.0, 35.666666666666664)","(31.0, 55.0, 53.833333333333336)"
04-01-2023 14:26:14.145669,"(7.5, 9.4, 9.08235294117647)","(3.9, 4.4, 4.3632911392405065)","(12.0, 17.5, 17.3)","(9.0, 11.0, 10.82857142857143)","(3.6, 3.95, 3.9089285714285715)","(5.5, 6.6, 6.578378378378378)","(13.0, 21.0, 20.5)","(21.0, 36.0, 35.666666666666664)","(31.0, 55.0, 53.833333333333336)"
04-01-2023 14:26:15.347293,"(7.5, 9.4, 9.08235294117647)","(3.9, 4.4, 4.3632911392405065)","(12.0, 17.5, 17.3)","(9.0, 11.0, 10.82857142857143)","(3.6, 3.95, 3.9089285714285715)","(5.5, 6.6, 6.578378378378378)","(13.0, 21.0, 20.5)","(21.0, 36.0, 35.53846153846154)","(31.0, 55.0, 53.833333333333336)"
04-01-2023 14:26:16.562734,"(7.5, 9.4, 9.08235294117647)","(3.9, 4.4, 4.3632911392405065)","(12.0, 17.5, 17.3)","(9.0, 11.0, 10.802631578947368)","(3.6, 3.95, 3.930487804878049)","(5.5, 6.6, 6.553488372093023)","(13.0, 21.0, 20.5)","(21.0, 36.0, 35.53846153846154)","(31.0, 55.0, 53.833333333333336)"
04-01-2023 14:26:17.835304,"(7.5, 9.4, 9.08235294117647)","(3.9, 4.4, 4.360240963855422)","(12.0, 17.5, 17.3)","(9.0, 11.0, 10.802631578947368)","(3.6, 4.0, 3.940909090909091)","(5.5, 6.6, 6.578378378378378)","(13.0, 21.0, 20.5)","(21.0, 36.0, 35.53846153846154)","(31.0, 55.0, 53.833333333333336)"
04-01-2023 14:26:19.148187,"(7.5, 9.4, 9.08235294117647)","(3.9, 4.4, 4.3632911392405065)","(12.0, 17.5, 17.3)","(9.0, 11.0, 10.802631578947368)","(3.6, 4.0, 3.9942307692307693)","(5.5, 6.6, 6.553488372093023)","(13.0, 21.0, 20.5)","(21.0, 36.0, 35.4)","(31.0, 55.0, 53.833333333333336)"
04-01-2023 14:26:20.402434,"(7.5, 9.4, 9.08235294117647)","(3.9, 4.4, 4.3632911392405065)","(12.0, 17.5, 17.3)","(9.0, 11.0, 10.802631578947368)","(3.6, 4.0, 3.9954545454545456)","(5.5, 6.6, 6.553488372093023)","(13.0, 21.0, 20.5)","(21.0, 36.0, 35.5)","(31.0, 55.0, 53.833333333333336)"
04-01-2023 14:26:21.660496,"(7.5, 9.4, 9.08235294117647)","(3.9, 4.4, 4.3632911392405065)","(12.0, 17.5, 17.3)","(9.0, 11.0, 10.802631578947368)","(3.6, 4.0, 3.9954545454545456)","(5.5, 6.6, 6.553488372093023)","(13.0, 21.0, 20.5)","(21.0, 36.0, 35.5)","(31.0, 55.0, 53.833333333333336)"
04-01-2023 14:26:22.864676,"(7.5, 9.0, 8.972727272727273)","(3.9, 4.4, 4.3632911392405065)","(12.0, 17.5, 17.3)","(9.0, 11.0, 10.802631578947368)","(3.6, 4.0, 3.996242774566474)","(5.5, 6.6, 6.540425531914893)","(13.0, 21.0, 20.5)","(21.0, 36.0, 35.5)","(31.0, 55.0, 53.833333333333336)"
04-01-2023 14:26:24.066514,"(7.5, 8.8, 8.75)","(3.9, 4.4, 4.3632911392405065)","(12.0, 17.5, 17.3)","(9.0, 11.0, 10.802631578947368)","(3.6, 4.0, 4.000561797752809)","(5.5, 6.6, 6.540425531914893)","(13.0, 21.0, 20.5)","(21.0, 36.0, 35.5)","(31.0, 55.0, 53.833333333333336)"
04-01-2023 14:26:25.243267,"(7.5, 9.0, 8.892307692307693)","(3.9, 4.4, 4.3632911392405065)","(12.0, 17.5, 17.3)","(9.0, 11.0, 10.802631578947368)","(3.6, 4.1, 4.0005586592178775)","(5.5, 6.6, 6.540425531914893)","(13.0, 21.0, 20.5)","(21.0, 36.0, 35.625)","(31.0, 55.0, 53.833333333333336)"
04-01-2023 14:26:26.546219,"(7.5, 9.0, 8.92)","(3.9, 4.4, 4.3632911392405065)","(12.0, 17.5, 17.3)","(9.0, 11.0, 10.797297297297296)","(3.6, 4.1, 4.0005586592178775)","(5.5, 6.6, 6.540425531914893)","(13.0, 21.0, 20.5)","(21.0, 36.0, 40.8)","(31.0, 55.0, 53.833333333333336)"
04-01-2023 14:26:27.865224,"(7.5, 9.0, 8.92)","(3.9, 4.4, 4.360240963855422)","(12.0, 17.5, 17.3)","(9.0, 11.0, 10.797297297297296)","(3.6, 4.1, 4.0005586592178775)","(5.5, 6.6, 6.534883720930233)","(13.0, 21.0, 20.5)","(21.0, 42.0, 41.714285714285715)","(31.0, 55.0, 53.833333333333336)"
04-01-2023 14:26:29.054898,"(7.5, 9.0, 8.92)","(3.9, 4.4, 4.360240963855422)","(12.0, 17.5, 17.3)","(9.0, 11.0, 10.797297297297296)","(3.6, 4.1, 4.0005586592178775)","(5.5, 6.6, 6.534883720930233)","(13.0, 21.0, 20.5)","(21.0, 42.0, 41.64705882352941)","(31.0, 55.0, 53.833333333333336)"
04-01-2023 14:26:30.308428,"(7.5, 9.0, 8.92)","(3.9, 4.4, 4.3632911392405065)","(12.0, 18.0, 17.48148148148148)","(9.0, 11.0, 10.797297297297296)","(3.6, 4.1, 4.0005586592178775)","(5.5, 6.6, 6.534883720930233)","(13.0, 21.0, 20.5)","(21.0, 42.0, 41.64705882352941)","(31.0, 55.0, 53.833333333333336)"
04-01-2023 14:26:31.509125,"(7.5, 9.0, 8.92)","(3.9, 4.4, 4.3632911392405065)","(12.0, 18.0, 17.48148148148148)","(9.0, 11.0, 10.797297297297296)","(3.6, 4.1, 4.0005586592178775)","(5.5, 6.6, 6.561111111111111)","(13.0, 21.0, 20.5)","(21.0, 42.0, 41.64705882352941)","(31.0, 55.0, 53.833333333333336)"
04-01-2023 14:26:32.778621,"(7.5, 9.0, 8.894736842105264)","(3.9, 4.4, 4.360240963855422)","(12.0, 18.0, 17.48148148148148)","(9.0, 11.0, 10.797297297297296)","(3.6, 4.1, 4.0005586592178775)","(5.5, 6.6, 6.561111111111111)","(13.0, 21.0, 20.5)","(21.0, 42.0, 41.64705882352941)","(31.0, 55.0, 53.833333333333336)"
04-01-2023 14:26:34.049234,"(7.5, 9.0, 8.894736842105264)","(3.9, 4.4, 4.360240963855422)","(12.0, 18.0, 17.48148148148148)","(9.0, 11.0, 10.768292682926829)","(3.6, 4.1, 3.975)","(5.5, 6.6, 6.5487179487179485)","(13.0, 21.0, 20.5)","(21.0, 42.0, 41.64705882352941)","(31.0, 55.0, 53.833333333333336)"
04-01-2023 14:26:35.347106,"(7.5, 9.0, 8.925)","(3.9, 4.4, 4.370707070707071)","(12.0, 18.0, 17.533333333333335)","(9.0, 11.0, 10.797297297297296)","(3.6, 4.0, 3.93125)","(5.5, 6.6, 6.565853658536585)","(13.0, 21.0, 20.5)","(21.0, 42.0, 41.64705882352941)","(31.0, 55.0, 53.833333333333336)"
04-01-2023 14:26:36.482135,"(7.5, 9.0, 8.925)","(3.9, 4.4, 4.370707070707071)","(12.0, 18.0, 17.533333333333335)","(9.0, 11.0, 10.797297297297296)","(3.6, 3.95, 3.93125)","(5.5, 6.6, 6.565853658536585)","(13.0, 21.0, 20.5)","(21.0, 42.0, 41.64705882352941)","(31.0, 55.0, 53.833333333333336)"
04-01-2023 14:26:37.644944,"(7.5, 9.0, 8.925)","(3.9, 4.4, 4.370707070707071)","(12.0, 18.0, 17.44)","(9.0, 11.0, 10.797297297297296)","(3.6, 3.95, 3.93125)","(5.5, 6.6, 6.565853658536585)","(13.0, 21.0, 20.5)","(21.0, 42.0, 41.64705882352941)","(31.0, 55.0, 53.833333333333336)"
04-01-2023 14:26:38.790755,"(7.5, 9.0, 8.925)","(3.9, 4.4, 4.370707070707071)","(12.0, 18.0, 17.44)","(9.0, 11.0, 10.797297297297296)","(3.6, 3.95, 3.93125)","(5.5, 6.6, 6.565853658536585)","(13.0, 21.0, 20.5)","(21.0, 42.0, 41.333333333333336)","(31.0, 55.0, 53.833333333333336)"
04-01-2023 14:26:39.862224,"(7.5, 9.0, 8.925)","(3.9, 4.4, 4.370707070707071)","(12.0, 18.0, 17.44)","(9.0, 11.0, 10.797297297297296)","(3.6, 3.95, 3.93125)","(5.5, 6.6, 6.554545454545455)","(13.0, 21.0, 20.5)","(21.0, 42.0, 40.36363636363636)","(31.0, 55.0, 53.833333333333336)"
04-01-2023 14:26:40.960833,"(7.5, 9.4, 9.075)","(3.9, 4.4, 4.370707070707071)","(12.0, 18.0, 17.65)","(9.0, 11.0, 10.797297297297296)","(3.6, 3.95, 3.93125)","(5.5, 6.6, 6.554545454545455)","(13.0, 21.0, 20.5)","(21.0, 42.0, 40.36363636363636)","(31.0, 55.0, 53.833333333333336)"
04-01-2023 14:26:42.171408,"(7.5, 9.4, 9.15)","(3.9, 4.4, 4.370707070707071)","(12.0, 18.0, 17.333333333333332)","(9.0, 11.0, 10.797297297297296)","(3.6, 3.95, 3.93125)","(5.5, 6.6, 6.554545454545455)","(13.0, 21.0, 20.5)","(21.0, 42.0, 40.36363636363636)","(31.0, 55.0, 53.833333333333336)"
04-01-2023 14:26:43.231988,"(7.5, 9.4, 9.15)","(3.9, 4.4, 4.370707070707071)","(12.0, 17.5, 17.333333333333332)","(9.0, 11.0, 10.797297297297296)","(3.6, 3.95, 3.93125)","(5.5, 6.6, 6.554545454545455)","(13.0, 21.0, 20.5)","(21.0, 42.0, 40.36363636363636)","(31.0, 55.0, 53.833333333333336)"
04-01-2023 14:26:44.308818,"(7.5, 9.4, 9.15)","(3.9, 4.4, 4.370707070707071)","(12.0, 17.5, 17.333333333333332)","(9.0, 11.0, 10.797297297297296)","(3.6, 3.95, 3.9337837837837837)","(5.5, 6.6, 6.5487179487179485)","(13.0, 21.0, 20.5)","(21.0, 42.0, 40.36363636363636)","(31.0, 55.0, 53.833333333333336)"
04-01-2023 14:26:45.481576,"(7.5, 9.4, 9.15)","(3.9, 4.4, 4.370707070707071)","(12.0, 17.5, 17.25)","(9.0, 11.5, 10.972727272727273)","(3.6, 3.95, 3.9347222222222222)","(5.5, 6.6, 6.5487179487179485)","(13.0, 21.0, 20.5)","(21.0, 42.0, 40.36363636363636)","(31.0, 55.0, 53.833333333333336)"
04-01-2023 14:26:46.630111,"(7.5, 9.4, 9.15)","(3.9, 4.4, 4.370707070707071)","(12.0, 17.5, 17.25)","(9.0, 11.0, 10.90625)","(3.6, 3.95, 3.9347222222222222)","(5.5, 6.6, 6.575757575757575)","(13.0, 21.0, 20.5)","(21.0, 42.0, 40.36363636363636)","(31.0, 55.0, 53.833333333333336)"
04-01-2023 14:26:47.765064,"(7.5, 9.4, 9.15)","(3.9, 4.4, 4.370707070707071)","(12.0, 17.5, 17.25)","(9.0, 11.0, 10.90625)","(3.6, 3.95, 3.9347222222222222)","(5.5, 6.6, 6.575757575757575)","(13.0, 21.0, 20.5)","(21.0, 42.0, 40.36363636363636)","(31.0, 55.0, 53.833333333333336)"
04-01-2023 14:26:48.906544,"(7.5, 9.4, 9.15)","(3.9, 4.4, 4.370707070707071)","(12.0, 17.5, 17.25)","(9.0, 11.0, 10.90625)","(3.6, 3.95, 3.9452380952380954)","(5.5, 6.6, 6.575757575757575)","(13.0, 21.0, 20.5)","(21.0, 42.0, 40.36363636363636)","(31.0, 55.0, 53.833333333333336)"
04-01-2023 14:26:49.943091,"(7.5, 9.4, 9.15)","(3.9, 4.4, 4.3744680851063835)","(12.0, 17.5, 17.25)","(9.0, 11.0, 10.90625)","(3.6, 3.95, 3.9452380952380954)","(5.5, 6.6, 6.575757575757575)","(13.0, 21.0, 20.5)","(21.0, 42.0, 40.36363636363636)","(31.0, 55.0, 53.833333333333336)"
04-01-2023 14:26:51.025716,"(7.5, 9.4, 9.15)","(3.9, 4.4, 4.3744680851063835)","(12.0, 17.5, 17.25)","(9.0, 11.0, 10.86111111111111)","(3.6, 3.95, 3.9463855421686747)","(5.5, 6.6, 6.575757575757575)","(13.0, 21.0, 20.5)","(21.0, 42.0, 40.36363636363636)","(31.0, 55.0, 53.833333333333336)"
04-01-2023 14:26:52.172115,"(7.5, 9.4, 9.15)","(3.9, 4.4, 4.3744680851063835)","(12.0, 17.5, 17.25)","(9.0, 11.0, 10.86111111111111)","(3.6, 3.95, 3.9463855421686747)","(5.5, 6.6, 6.575757575757575)","(13.0, 21.0, 20.5)","(21.0, 42.0, 40.36363636363636)","(31.0, 55.0, 53.833333333333336)"
04-01-2023 14:26:53.256117,"(7.5, 9.4, 9.15)","(3.9, 4.4, 4.3744680851063835)","(12.0, 17.5, 17.25)","(9.0, 11.0, 11.241573033707866)","(3.6, 3.95, 3.965811965811966)","(5.5, 6.6, 6.575757575757575)","(13.0, 21.0, 20.5)","(21.0, 42.0, 40.36363636363636)","(31.0, 55.0, 53.833333333333336)"
04-01-2023 14:26:54.356801,"(7.5, 9.4, 9.280000000000001)","(3.9, 4.4, 4.3744680851063835)","(12.0, 17.5, 17.25)","(9.0, 11.5, 11.241573033707866)","(3.6, 4.0, 3.96015625)","(5.5, 6.6, 6.575757575757575)","(13.0, 21.0, 20.5)","(21.0, 42.0, 40.36363636363636)","(31.0, 55.0, 53.833333333333336)"
04-01-2023 14:26:55.455007,"(7.5, 9.4, 9.245161290322581)","(3.9, 4.4, 4.3744680851063835)","(12.0, 17.5, 17.25)","(9.0, 11.5, 11.05)","(3.6, 4.0, 3.95)","(5.5, 6.6, 6.575757575757575)","(13.0, 21.0, 20.5)","(21.0, 42.0, 40.4)","(31.0, 55.0, 53.833333333333336)"
04-01-2023 14:26:56.528830,"(7.5, 9.4, 9.22857142857143)","(3.9, 4.4, 4.3744680851063835)","(12.0, 17.5, 17.25)","(9.0, 11.5, 11.03448275862069)","(3.6, 4.0, 3.95)","(5.5, 6.6, 6.575757575757575)","(13.0, 21.0, 20.5)","(21.0, 42.0, 40.8)","(31.0, 55.0, 53.833333333333336)"
04-01-2023 14:26:57.595278,"(7.5, 9.4, 9.175)","(3.9, 4.4, 4.3744680851063835)","(12.0, 17.5, 17.25)","(9.0, 11.5, 11.033333333333333)","(3.6, 4.0, 3.95)","(5.5, 6.6, 6.575757575757575)","(13.0, 21.0, 20.5)","(21.0, 42.0, 40.8)","(31.0, 55.0, 53.833333333333336)"
04-01-2023 14:26:58.629167,"(7.5, 9.4, 9.175)","(3.9, 4.4, 4.3744680851063835)","(12.0, 17.5, 17.25)","(9.0, 11.5, 11.033333333333333)","(3.6, 4.0, 3.95)","(5.5, 6.6, 6.575757575757575)","(13.0, 21.0, 19.666666666666668)","(21.0, 42.0, 41.6)","(31.0, 55.0, 53.833333333333336)"
04-01-2023 14:26:59.699957,"(7.5, 9.4, 9.175)","(3.9, 4.4, 4.3744680851063835)","(12.0, 17.5, 17.25)","(9.0, 11.5, 11.033333333333333)","(3.6, 4.0, 3.95)","(5.5, 6.6, 6.575757575757575)","(13.0, 21.0, 19.666666666666668)","(21.0, 42.0, 40.76923076923077)","(31.0, 55.0, 53.833333333333336)"
04-01-2023 14:27:00.770415,"(7.5, 9.4, 9.175)","(3.9, 4.4, 4.382733812949641)","(12.0, 17.5, 17.25)","(9.0, 11.5, 11.202127659574469)","(3.6, 4.0, 3.95)","(5.5, 6.6, 6.575757575757575)","(13.0, 21.0, 19.666666666666668)","(21.0, 42.0, 41.5)","(31.0, 55.0, 53.833333333333336)"
04-01-2023 14:27:01.847416,"(7.5, 9.4, 9.22857142857143)","(3.9, 4.4, 4.382733812949641)","(12.0, 17.5, 17.25)","(9.0, 11.5, 11.202127659574469)","(3.6, 4.0, 3.95)","(5.5, 6.6, 6.575757575757575)","(13.0, 21.0, 19.666666666666668)","(21.0, 42.0, 43.69230769230769)","(31.0, 55.0, 53.833333333333336)"
04-01-2023 14:27:03.203447,"(7.5, 9.4, 9.22857142857143)","(3.9, 4.5, 4.380419580419581)","(12.0, 17.5, 17.25)","(9.0, 11.5, 11.192307692307692)","(3.6, 4.0, 3.9496732026143793)","(5.5, 6.6, 6.575757575757575)","(13.0, 21.0, 19.666666666666668)","(21.0, 44.0, 43.69230769230769)","(31.0, 55.0, 53.833333333333336)"
04-01-2023 14:27:04.257282,"(7.5, 9.4, 9.22857142857143)","(3.9, 4.4, 4.380419580419581)","(12.0, 17.5, 17.25)","(9.0, 11.5, 11.192307692307692)","(3.6, 4.0, 3.9496732026143793)","(5.5, 6.6, 6.575757575757575)","(13.0, 21.0, 19.666666666666668)","(21.0, 44.0, 43.69230769230769)","(31.0, 55.0, 53.833333333333336)"
04-01-2023 14:27:05.723934,"(7.5, 9.4, 9.22857142857143)","(3.9, 4.4, 4.380419580419581)","(12.0, 17.5, 17.25)","(9.0, 11.5, 11.192307692307692)","(3.6, 4.0, 3.9496732026143793)","(5.5, 6.6, 6.575757575757575)","(13.0, 21.0, 19.666666666666668)","(21.0, 44.0, 43.69230769230769)","(31.0, 55.0, 53.833333333333336)"
04-01-2023 14:27:06.935147,"(7.5, 9.4, 9.22857142857143)","(3.9, 4.4, 4.380419580419581)","(12.0, 17.5, 17.25)","(9.0, 11.5, 10.90625)","(3.6, 4.0, 3.9651821862348178)","(5.5, 6.6, 6.575757575757575)","(13.0, 21.0, 19.666666666666668)","(21.0, 44.0, 43.5)","(31.0, 55.0, 58.5)"
04-01-2023 14:27:08.046925,"(7.5, 9.4, 9.22857142857143)","(3.9, 4.4, 4.382733812949641)","(12.0, 17.5, 17.09090909090909)","(9.0, 11.0, 10.90625)","(3.6, 4.0, 3.9651821862348178)","(5.5, 6.6, 6.575757575757575)","(13.0, 21.0, 19.5)","(21.0, 44.0, 43.5)","(31.0, 60.0, 58.5)"
04-01-2023 14:27:09.134471,"(7.5, 9.4, 9.22857142857143)","(3.9, 4.4, 4.382733812949641)","(12.0, 17.5, 17.09090909090909)","(9.0, 11.0, 10.90625)","(3.6, 4.0, 3.9651821862348178)","(5.5, 6.6, 6.575757575757575)","(13.0, 21.0, 19.5)","(21.0, 44.0, 43.81818181818182)","(31.0, 60.0, 63.75)"
04-01-2023 14:27:10.147364,"(7.5, 9.4, 9.22857142857143)","(3.9, 4.4, 4.382733812949641)","(12.0, 17.5, 17.09090909090909)","(9.0, 11.0, 10.90625)","(3.6, 4.0, 3.9465317919075145)","(5.5, 6.6, 6.575757575757575)","(13.0, 21.0, 19.5)","(21.0, 46.0, 45.5)","(31.0, 65.0, 63.75)"
04-01-2023 14:27:11.214687,"(7.5, 9.4, 9.22857142857143)","(3.9, 4.4, 4.382733812949641)","(12.0, 17.5, 17.09090909090909)","(9.0, 11.0, 10.90625)","(3.6, 3.95, 3.9465317919075145)","(5.5, 6.6, 6.575757575757575)","(13.0, 21.0, 19.5)","(21.0, 46.0, 45.5)","(31.0, 65.0, 63.75)"
04-01-2023 14:27:12.311901,"(7.5, 9.4, 9.22857142857143)","(3.9, 4.4, 4.382733812949641)","(12.0, 17.5, 17.326923076923077)","(9.0, 11.0, 10.90625)","(3.6, 3.95, 3.9465317919075145)","(5.5, 6.6, 6.575757575757575)","(13.0, 21.0, 19.5)","(21.0, 46.0, 45.07692307692308)","(31.0, 65.0, 63.75)"
04-01-2023 14:27:13.351261,"(7.5, 9.4, 9.22857142857143)","(3.9, 4.4, 4.382733812949641)","(12.0, 17.5, 17.333333333333332)","(9.0, 11.0, 10.90625)","(3.6, 3.95, 3.9465317919075145)","(5.5, 6.6, 6.575757575757575)","(13.0, 21.0, 19.5)","(21.0, 46.0, 45.07692307692308)","(31.0, 65.0, 63.75)"
04-01-2023 14:27:14.361679,"(7.5, 9.4, 9.22857142857143)","(3.9, 4.4, 4.382733812949641)","(12.0, 17.5, 17.346153846153847)","(9.0, 11.0, 10.90625)","(3.6, 3.95, 3.9470149253731344)","(5.5, 6.6, 6.575757575757575)","(13.0, 21.0, 19.5)","(21.0, 46.0, 45.07692307692308)","(31.0, 65.0, 63.75)"
04-01-2023 14:27:15.415899,"(7.5, 9.4, 9.22857142857143)","(3.9, 4.4, 4.382733812949641)","(12.0, 17.5, 17.346153846153847)","(9.0, 11.0, 10.90625)","(3.6, 3.95, 3.9470149253731344)","(5.5, 6.6, 6.575757575757575)","(13.0, 21.0, 19.5)","(21.0, 46.0, 45.07692307692308)","(31.0, 65.0, 62.5)"
04-01-2023 14:27:16.442294,"(7.5, 9.4, 9.22857142857143)","(3.9, 4.4, 4.382733812949641)","(12.0, 17.5, 17.4)","(9.0, 11.0, 10.90625)","(3.6, 3.95, 3.9470149253731344)","(5.5, 6.6, 6.575757575757575)","(13.0, 21.0, 19.5)","(21.0, 46.0, 45.07692307692308)","(31.0, 65.0, 62.5)"
04-01-2023 14:27:17.524123,"(7.5, 9.4, 9.22857142857143)","(3.9, 4.4, 4.382733812949641)","(12.0, 17.5, 17.4)","(9.0, 11.0, 10.90625)","(3.6, 3.95, 3.9361111111111113)","(5.5, 6.6, 6.575757575757575)","(13.0, 21.0, 19.5)","(21.0, 46.0, 45.07692307692308)","(31.0, 65.0, 62.5)"
04-01-2023 14:27:18.585310,"(7.5, 9.4, 9.22857142857143)","(3.9, 4.4, 4.388461538461539)","(12.0, 18.0, 17.391304347826086)","(9.0, 11.0, 10.90625)","(3.6, 3.95, 3.930769230769231)","(5.5, 6.6, 6.575757575757575)","(13.0, 21.0, 19.5)","(21.0, 46.0, 45.07692307692308)","(31.0, 65.0, 62.5)"
04-01-2023 14:27:19.634928,"(7.5, 9.4, 9.22857142857143)","(3.9, 4.4, 4.388461538461539)","(12.0, 18.0, 17.391304347826086)","(9.0, 11.0, 10.898305084745763)","(3.6, 3.95, 3.930769230769231)","(5.5, 6.6, 6.575757575757575)","(13.0, 21.0, 19.5)","(21.0, 46.0, 45.07692307692308)","(31.0, 65.0, 62.5)"
04-01-2023 14:27:20.705172,"(7.5, 9.4, 9.22857142857143)","(3.9, 4.4, 4.388461538461539)","(12.0, 18.0, 17.5625)","(9.0, 11.0, 10.898305084745763)","(3.6, 3.95, 3.9422535211267604)","(5.5, 6.6, 6.575757575757575)","(13.0, 21.0, 19.5)","(21.0, 46.0, 45.07692307692308)","(31.0, 65.0, 62.5)"
04-01-2023 14:27:21.832818,"(7.5, 9.4, 9.254545454545456)","(3.9, 4.4, 4.3858208955223885)","(12.0, 18.0, 17.658536585365855)","(9.0, 11.0, 10.891666666666667)","(3.6, 4.0, 3.932258064516129)","(5.5, 6.6, 6.5771428571428565)","(13.0, 21.0, 19.5)","(21.0, 46.0, 45.07692307692308)","(31.0, 65.0, 62.5)"
04-01-2023 14:27:22.950105,"(7.5, 9.4, 9.254545454545456)","(3.9, 4.4, 4.387121212121213)","(12.0, 18.0, 17.5625)","(9.0, 11.0, 10.891666666666667)","(3.6, 3.95, 3.9210526315789473)","(5.5, 6.6, 6.5771428571428565)","(13.0, 21.0, 19.5)","(21.0, 46.0, 45.07692307692308)","(31.0, 65.0, 62.5)"
04-01-2023 14:27:24.061635,"(7.5, 9.4, 9.254545454545456)","(3.9, 4.4, 4.387121212121213)","(12.0, 18.0, 17.58823529411765)","(9.0, 11.0, 10.891666666666667)","(3.6, 3.95, 3.9210526315789473)","(5.5, 6.6, 6.5771428571428565)","(13.0, 21.0, 19.5)","(21.0, 46.0, 45.07692307692308)","(31.0, 65.0, 62.5)"
04-01-2023 14:27:25.181350,"(7.5, 9.4, 9.184615384615386)","(3.9, 4.4, 4.387121212121213)","(12.0, 18.0, 17.58823529411765)","(9.0, 11.0, 10.891666666666667)","(3.6, 3.95, 3.9125)","(5.5, 6.6, 6.5771428571428565)","(13.0, 21.0, 19.5)","(21.0, 46.0, 45.27272727272727)","(31.0, 65.0, 62.5)"
04-01-2023 14:27:26.270374,"(7.5, 9.4, 9.194736842105264)","(3.9, 4.4, 4.387121212121213)","(12.0, 18.0, 17.58823529411765)","(9.0, 11.0, 10.891666666666667)","(3.6, 3.95, 3.9114583333333335)","(5.5, 6.6, 6.5771428571428565)","(13.0, 21.0, 19.5)","(21.0, 46.0, 45.42857142857143)","(31.0, 65.0, 62.5)"
04-01-2023 14:27:27.333406,"(7.5, 9.4, 9.254545454545456)","(3.9, 4.4, 4.387121212121213)","(12.0, 18.0, 17.5625)","(9.0, 11.0, 10.891666666666667)","(3.6, 3.95, 3.9114583333333335)","(5.5, 6.6, 6.5771428571428565)","(13.0, 21.0, 19.5)","(21.0, 46.0, 45.42857142857143)","(31.0, 65.0, 62.5)"
04-01-2023 14:27:28.395114,"(7.5, 9.4, 9.241176470588236)","(3.9, 4.4, 4.387121212121213)","(12.0, 18.0, 17.5625)","(9.0, 11.0, 10.891666666666667)","(3.6, 3.95, 3.9114583333333335)","(5.5, 6.6, 6.5771428571428565)","(13.0, 21.0, 19.5)","(21.0, 46.0, 45.42857142857143)","(31.0, 65.0, 62.5)"
04-01-2023 14:27:29.515782,"(7.5, 9.4, 9.241176470588236)","(3.9, 4.4, 4.387121212121213)","(12.0, 18.0, 17.40909090909091)","(9.0, 11.0, 10.8671875)","(3.6, 3.95, 3.9088709677419353)","(5.5, 6.6, 6.5476190476190474)","(13.0, 21.0, 19.5)","(21.0, 46.0, 45.42857142857143)","(31.0, 65.0, 61.0)"
04-01-2023 14:27:30.657197,"(7.5, 9.0, 8.972413793103449)","(3.9, 4.5, 4.4162393162393165)","(12.0, 17.5, 17.40909090909091)","(9.0, 11.0, 10.845588235294118)","(3.6, 3.95, 3.908333333333333)","(5.5, 6.6, 6.5476190476190474)","(13.0, 20.0, 19.5)","(21.0, 46.0, 43.75)","(31.0, 65.0, 61.0)"
04-01-2023 14:27:31.847313,"(7.5, 9.0, 8.942857142857143)","(3.9, 4.5, 4.40925925925926)","(12.0, 17.5, 17.40909090909091)","(9.0, 11.0, 10.845588235294118)","(3.6, 3.95, 3.908333333333333)","(5.5, 6.6, 6.5476190476190474)","(13.0, 20.0, 19.5)","(21.0, 44.0, 43.75)","(31.0, 65.0, 61.0)"
04-01-2023 14:27:33.018758,"(7.5, 9.0, 8.942857142857143)","(3.9, 4.5, 4.40925925925926)","(12.0, 17.5, 17.404761904761905)","(9.0, 11.0, 10.889830508474576)","(3.6, 3.95, 3.908)","(5.5, 6.6, 6.5476190476190474)","(13.0, 20.0, 19.8)","(21.0, 44.0, 43.75)","(31.0, 65.0, 62.5)"
04-01-2023 14:27:34.239383,"(7.5, 9.2, 9.11)","(3.9, 4.5, 4.4245283018867925)","(12.0, 17.5, 17.404761904761905)","(9.0, 11.0, 10.889830508474576)","(3.6, 3.95, 3.908)","(5.5, 6.6, 6.5476190476190474)","(13.0, 21.0, 19.8)","(21.0, 44.0, 43.55555555555556)","(31.0, 65.0, 62.5)"
