,Judge Jujon,Oyster Stride,The Sportz Star,The Irish Eagle,Chainlinc,King Of Trumps Nz,Whataboyjack
12-01-2023 14:29:54.318632,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 2.8671428571428574)"
12-01-2023 14:29:55.585680,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 2.8671428571428574)"
12-01-2023 14:29:56.877322,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 2.8671428571428574)"
12-01-2023 14:29:58.074148,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 2.8671428571428574)"
12-01-2023 14:29:59.244845,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 2.8671428571428574)"
12-01-2023 14:30:00.561228,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 2.8671428571428574)"
12-01-2023 14:30:01.860925,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 2.8671428571428574)"
12-01-2023 14:30:03.095497,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 2.8671428571428574)"
12-01-2023 14:30:04.354867,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 2.8671428571428574)"
12-01-2023 14:30:05.674746,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 2.8671428571428574)"
12-01-2023 14:30:06.924740,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 2.8671428571428574)"
12-01-2023 14:30:08.245236,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 2.8671428571428574)"
12-01-2023 14:30:09.527625,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 2.8671428571428574)"
12-01-2023 14:30:10.836924,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 2.8671428571428574)"
12-01-2023 14:30:12.054993,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 2.8671428571428574)"
12-01-2023 14:30:13.275002,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 2.8671428571428574)"
12-01-2023 14:30:14.532834,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 2.8671428571428574)"
12-01-2023 14:30:15.788675,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 2.8671428571428574)"
12-01-2023 14:30:17.016986,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 2.8671428571428574)"
12-01-2023 14:30:18.177158,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 2.8671428571428574)"
12-01-2023 14:30:19.456186,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 2.8671428571428574)"
12-01-2023 14:30:20.746400,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 2.8671428571428574)"
12-01-2023 14:30:21.944057,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 2.8671428571428574)"
12-01-2023 14:30:23.151558,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 2.8671428571428574)"
12-01-2023 14:30:24.459923,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 2.8671428571428574)"
12-01-2023 14:30:25.684093,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 2.8671428571428574)"
12-01-2023 14:30:27.019900,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 2.8671428571428574)"
12-01-2023 14:30:28.270079,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 2.8671428571428574)"
12-01-2023 14:30:29.489142,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 2.8671428571428574)"
12-01-2023 14:30:30.783523,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 2.8671428571428574)"
12-01-2023 14:30:32.062216,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 2.8671428571428574)"
12-01-2023 14:30:33.357768,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 2.8671428571428574)"
12-01-2023 14:30:34.587701,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 2.8671428571428574)"
12-01-2023 14:30:35.906506,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 2.8671428571428574)"
12-01-2023 14:30:37.242162,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 2.8671428571428574)"
12-01-2023 14:30:38.578895,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 2.8671428571428574)"
12-01-2023 14:30:39.875512,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 2.8671428571428574)"
12-01-2023 14:30:41.224082,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 2.8671428571428574)"
12-01-2023 14:30:42.625242,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 2.8671428571428574)"
12-01-2023 14:30:44.156969,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 2.8671428571428574)"
12-01-2023 14:30:45.528050,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 2.8671428571428574)"
12-01-2023 14:30:47.148769,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 2.8671428571428574)"
12-01-2023 14:30:48.817093,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 2.8671428571428574)"
12-01-2023 14:30:50.163861,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 2.8671428571428574)"
12-01-2023 14:30:51.466820,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 2.8671428571428574)"
12-01-2023 14:30:52.753932,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 2.8671428571428574)"
12-01-2023 14:30:54.256014,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 2.8671428571428574)"
12-01-2023 14:30:55.706979,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 2.8671428571428574)"
12-01-2023 14:30:57.023176,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 2.8671428571428574)"
12-01-2023 14:30:58.360995,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 2.8671428571428574)"
12-01-2023 14:30:59.669577,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 2.8671428571428574)"
12-01-2023 14:31:01.117766,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 2.8671428571428574)"
12-01-2023 14:31:02.442901,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 2.8671428571428574)"
12-01-2023 14:31:03.760035,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 2.8671428571428574)"
12-01-2023 14:31:05.113011,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 2.8671428571428574)"
12-01-2023 14:31:06.392251,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 2.8671428571428574)"
12-01-2023 14:31:07.664512,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 2.8671428571428574)"
12-01-2023 14:31:08.999694,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 2.8671428571428574)"
12-01-2023 14:31:10.282821,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 2.8671428571428574)"
12-01-2023 14:31:11.491661,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 2.8671428571428574)"
12-01-2023 14:31:12.825133,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 2.8671428571428574)"
12-01-2023 14:31:14.155739,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 2.8671428571428574)"
12-01-2023 14:31:15.433864,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 2.8671428571428574)"
12-01-2023 14:31:16.760004,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 2.8671428571428574)"
12-01-2023 14:31:18.055863,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 2.8671428571428574)"
12-01-2023 14:31:19.437821,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 2.8671428571428574)"
12-01-2023 14:31:20.677827,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 2.8671428571428574)"
12-01-2023 14:31:21.977206,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 2.8671428571428574)"
12-01-2023 14:31:23.234642,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 2.8671428571428574)"
12-01-2023 14:31:24.872867,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 2.8671428571428574)"
12-01-2023 14:31:26.146400,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 2.8671428571428574)"
12-01-2023 14:31:27.663931,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 2.8671428571428574)"
12-01-2023 14:31:29.000009,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 2.8671428571428574)"
12-01-2023 14:31:30.252271,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 2.8671428571428574)"
12-01-2023 14:31:31.569188,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 2.8671428571428574)"
12-01-2023 14:31:32.906160,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 2.8671428571428574)"
12-01-2023 14:31:34.183611,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 2.8671428571428574)"
12-01-2023 14:31:35.385802,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 2.8671428571428574)"
12-01-2023 14:31:36.747086,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 2.8671428571428574)"
12-01-2023 14:31:38.013721,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 2.8671428571428574)"
12-01-2023 14:31:39.220982,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 2.8671428571428574)"
12-01-2023 14:31:40.566339,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 2.8671428571428574)"
12-01-2023 14:31:41.833722,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 2.8671428571428574)"
12-01-2023 14:31:43.022273,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 2.8671428571428574)"
12-01-2023 14:31:44.439226,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 2.8671428571428574)"
12-01-2023 14:31:45.751470,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 2.8671428571428574)"
12-01-2023 14:31:47.350729,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 2.8671428571428574)"
12-01-2023 14:31:48.570615,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 2.8671428571428574)"
12-01-2023 14:31:49.863959,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 2.8671428571428574)"
12-01-2023 14:31:51.171271,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 2.8671428571428574)"
12-01-2023 14:31:52.476004,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 2.8671428571428574)"
12-01-2023 14:31:53.729067,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 2.8671428571428574)"
12-01-2023 14:31:54.972948,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 2.8671428571428574)"
12-01-2023 14:31:56.190566,"(4.6, 8.0, 6.8428571428571425)","(41.0, 90.0, 54.0)","(17.0, 30.0, 21.0)","(6.0, 9.4, 8.133333333333333)","(2.7, 3.95, 3.5985714285714288)","(14.0, 99999, 99990)","(2.5, 3.25, 2.8671428571428574)"
